id,title,artist,query,spotify_id,peak_pos,peak_week,streak
2f492153cc83d4efe71b3a363cdbd275,Never Be The Same,Camila Cabello,artist:camila track:never be the same,6VpQdig9pdpTSIFItgkJV5,30,2018-01-27,6
8c210b5b8824a2ce1220ede63bf89829,Lights Down Low,MAX Featuring gnash,artist:max track:lights down low,5A6BJLZArq1MPjsnmcuk5f,38,2018-02-03,16
e60642d60d5362df3553864432b3a57e,Ric Flair Drip,Offset & Metro Boomin,artist:offset track:ric flair drip,7sO5G9EABYOXQKNPNiE9NR,39,2018-02-03,13
eb5caf4bb7ea82e6ab939b02b0236b81,Lemon,N*E*R*D & Rihanna,artist:nerd track:lemon,2LKlHBPHxLG5ArAXfF148n,40,2018-01-27,12
dca0fc5aa0f3279bfa4aea462d34174b,What Lovers Do,Maroon 5 Featuring SZA,artist:maroon track:what lovers do,4nYsmWkuTaowTMy4gskmBw,9,2017-11-25,22
6343bab2f3fd4c8df3454de86da17b6c,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,artist:lil track:the way life goes,2eAZfqOm4EnOF9VvN50Tyc,24,2017-12-30,22
4b15735ced2bbd68ce8b6edfd84cb518,Keke,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie","artist:6ix9ine, track:keke",0zl3PdjIl320fK0pxBGWNR,43,2018-02-03,2
6c9a5e6414a1df861db8cf6f6d9cd131,Mi Gente,J Balvin & Willy William Featuring Beyonce,artist:j track:mi gente,4ipnJyDU3Lq15qBAYNqlqK,3,2017-10-21,30
a5d48b6087aafa193559f520d841e544,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,artist:hailee track:let me go,5Gu0PDLN4YJeW75PpBSg9p,40,2018-01-13,18
3a3fed382ce6c892493c37bf3c69114f,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,artist:logic track:1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,3,2017-09-30,39
e565e9580c8a372582e0dda218cbf4b0,Bank Account,21 Savage,artist:21 track:bank account,2fQrGHiQOvpL9UgPvtYy6G,12,2017-08-26,29
d33e37746e647bf69ae501d5f376a1c9,Attention,Charlie Puth,artist:charlie track:attention,4iLqG9SeJSnt0cSPICSjxv,5,2017-08-26,40
2a94b3905fa2e0dcfc03192968587c5a,Yours,Russell Dickerson,artist:russell track:yours,6RSNKGdv3nDTHqgw4bdzyF,49,2018-01-27,15
560c50559e2139a12acb39c3acab3ea3,Unforgettable,French Montana Featuring Swae Lee,artist:french track:unforgettable,3B54sVLJ402zGa6Xm4YGNe,3,2017-08-19,42
199792036306b1c35dfec02a588e59b2,Outside Today,YoungBoy Never Broke Again,artist:youngboy track:outside today,5Qx9hngUBr30JFrNua7yp4,51,2018-02-03,2
261957eb518a4c1382e715fd4ce9a8e2,Stir Fry,Migos,artist:migos track:stir fry,4fndbjoz1qJyK6JcLdKfzm,52,2018-02-03,5
6d9fad174b1100369c101dedd46df9aa,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",artist:chris track:pills and automobiles,4YkwUfWSIxdKNLDXw0caFO,46,2017-12-02,20
974b0d014ffa94770bcbdc2cbc35b5de,All The Stars,Kendrick Lamar & SZA,artist:kendrick track:all the stars,66kQ7wr4d2LwwSjr7HXcyr,43,2018-01-20,3
5c180da9d4e0c9ebe6e6f76d4bdb366b,Good Old Days,Macklemore Featuring Kesha,artist:macklemore track:good old days,2Za1AlJNvksouPPWbXpR2X,54,2018-01-13,14
22380afaaa444c8df1f0fb1c14018657,Mine,Bazzi,artist:bazzi track:mine,6tHWl8ows5JOZq9Yfaqn3M,56,2018-02-03,1
39e73fcbcca9e9dfd08eb6343b391b2a,Nowadays,Lil Skies Featuring Landon Cube,artist:lil track:nowadays,689uBlyIufk2LUhAwjny4w,55,2018-01-27,3
d133bc304a6e936fc212c0f85469173a,Pick It Up,Famous Dex Featuring A$AP Rocky,artist:famous track:pick it up,3ncgNpxLoBQ65ABk4djDyd,58,2018-02-03,11
977ed983ffe26ccaccf6720c1677ec09,Greatest Love Story,LANCO,artist:lanco track:greatest love story,2yQZwi1P8AkkxxFhQ8rMEK,45,2017-12-02,21
32e570c01f1d691f16b9906dc2ba886d,Written In The Sand,Old Dominion,artist:old track:written in the sand,2A69wys3S9uiPSmn6UZWJn,59,2018-01-27,10
6c2691e07f4aaa632558a92f1775a829,No Smoke,YoungBoy Never Broke Again,artist:youngboy track:no smoke,57IRaiAB4hBZu3gnNVZC0v,61,2018-02-03,8
dc7f3025f9f703759e694ee2cd553fd9,Losing Sleep,Chris Young,artist:chris track:losing sleep,6waqLPcT6ruMhmd36OhmFO,61,2018-01-27,18
6540b5e1b27dc02f85799d4023680c19,Like I Loved You,Brett Young,artist:brett track:like i loved you,3T6MAweakkNrMYs8jZIWtg,46,2018-01-13,18
1e6fe9616dab5b4a31d1124b16099a71,Five More Minutes,Scotty McCreery,artist:scotty track:five more minutes,66IULVOTImQG2u0cJ3Ls04,64,2018-02-03,8
080d3bc6bda34702333ae084857bff88,Sick Boy,The Chainsmokers,artist:chainsmokers track:sick boy,7jqDzXJS0K0Re8uphYNit0,65,2018-02-03,1
913ed47f252b8587aecca4fc5f3229cf,This Is Me,Keala Settle & The Greatest Showman Ensemble,artist:keala track:this is me,45aBsnKRWUzhwbcqOJLwfe,58,2018-01-27,4
28f2d9a060ca970ff733c48942b8a87e,Heaven,Kane Brown,artist:kane track:heaven,1HXy5I3HTWq8OvxCn0z7G7,67,2018-02-03,5
34321da34c55b9a8c28009f312736492,Echame La Culpa,Luis Fonsi & Demi Lovato,artist:luis track:echame la culpa,2hl6q70unbviGo3g1R7uFx,47,2017-12-09,10
90a176ce1eea18ceb18bc44132a8d253,Rubbin Off The Paint,YBN Nahmir,artist:ybn track:rubbin off the paint,0taOCiup4HNG9LmbduVlJj,46,2017-12-16,12
2efb972fd48a9bcc828633d0b7e867c7,You Broke Up With Me,Walker Hayes,artist:walker track:you broke up with me,6UsoV6X96Rox9mfxoz7SFy,67,2018-01-13,14
d78c0da9eb72be3370b581b01acbb047,Supplies,Justin Timberlake,artist:justin track:supplies,6jT85s2dZ55HBqjXYi2rfI,71,2018-02-03,1
5cdcf51659b8924c667fad76384c5afe,Codeine Dreaming,Kodak Black Featuring Lil Wayne,artist:kodak track:codeine dreaming,4DTpngLjoHj5gFxEZFeD3J,52,2017-12-16,9
35c51b9c77620ba4eb8d766dfec4c23c,Betrayed,Lil Xan,artist:lil track:betrayed,6NWl2m8asvH83xjuXVNsuG,67,2017-12-16,11
5825fbe0053338635315bfd2e4af8308,Red Roses,Lil Skies Featuring Landon Cube,artist:lil track:red roses,5IKOXYnhzrLxqhlI0btiaa,69,2018-01-27,3
1eb39f5cba21a9654b08472cc3273615,One Foot,WALK THE MOON,artist:walk track:one foot,3yWsWi2PAo9s6elIhnywIS,75,2018-02-03,4
550ad91ff947211b3ae318a7be148cb8,La Modelo,Ozuna x Cardi B,artist:ozuna track:la modelo,2m2ZGfJcs3lHWNPzhWH3XH,52,2018-01-06,5
7531e5c05285989363f00b22c4cbdec7,Rewrite The Stars,Zac Efron & Zendaya,artist:zac track:rewrite the stars,65fpYBrI8o2cfrwf2US4gq,70,2018-01-27,4
f46641421d53b4fb521d2872919230a5,Candy Paint,Post Malone,artist:post track:candy paint,42CeaId2XNlxugDvyqHfDf,50,2018-01-06,14
0c9d8f25da7178f2015451334083d95d,Tell Me You Love Me,Demi Lovato,artist:demi track:tell me you love me,2dIPe4XdBLUsTZGqPIuKXb,53,2017-12-23,9
dba978459894428862613154592ef53b,Round Here Buzz,Eric Church,artist:eric track:round here buzz,52ioLaTnO2J7BWY8UN2n9D,56,2018-01-27,18
d418f9410b9b2c7b40c68c249a83a2b0,All On Me,Devin Dawson,artist:devin track:all on me,2Nc8Imt04W3ZmcBF8dPQKc,81,2018-01-20,9
2a4b807268918c348df235cf31bf3dba,No Name,NF,artist:nf track:no name,7hdw5gAGMyyn9z0XgfTv1j,82,2018-02-03,1
89097b86c8da2a4acb81f1b8f927a0d2,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",artist:jay track:king's dead,51rXHuKN8Loc4sUlKPODgH,83,2018-02-03,2
26a5dc0549ca4c3a6666e6640c0b77ad,MIC Drop,BTS Featuring Desiigner,artist:bts track:mic drop,7Ed6BkggCS2KaKY5YlINaF,28,2017-12-16,9
576784c88fcc3ee265fbcfbd420d06f4,Broken Halos,Chris Stapleton,artist:chris track:broken halos,06gD2ZtK3Dzc1BYqWExQJJ,85,2018-02-03,9
acb4005c8d11ec77deccfe1f2c468412,Kooda,6ix9ine,artist:6ix9ine track:kooda,5NT0aZqWImC9fTzkW4z48o,50,2017-12-30,8
0f3c067b5231b3decff3b5b986d8991f,Legends,Kelsea Ballerini,artist:kelsea track:legends,1J0Zt2Sa9J9BRarqXnP5Uz,79,2018-01-13,8
63370e202419debf07391387d24f1d62,Wait,Maroon 5,artist:maroon track:wait,4lUnFLtn8w3W76FiYDRzmO,88,2018-02-03,2
2c3c212dfbcd84a91212e6c20dc877b9,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",artist:sofi track:best friend,1Cicn7ce1xoVlq8gthE2eX,81,2018-01-27,4
fc12fda67889404a89ced882e64522ac,Ice Tray,Quavo & Lil Yachty,artist:quavo track:ice tray,3wdfLVUhmX64lIyWIIEW8s,74,2018-01-13,6
a8935003b76427654fc4549cdac78edd,Beautiful Trauma,P!nk,artist:p!nk track:beautiful trauma,2DlIwu1iDTILEMXA7MUotn,91,2018-02-03,5
1b7e93526b8be28471d71dd3ffa7181f,IDGAF,Dua Lipa,artist:dua track:idgaf,1ny60YCHhEsxsJXWLhK7b0,92,2018-01-27,2
4ed82f171bd2eb5073abdc4ca501c7ec,Corazon,Maluma X Nego do Borel,artist:maluma track:corazon,4lESS6vuruP6a79KWRaQou,87,2018-01-27,4
ce3bfa8bd37d41a88681c6b978ac5c20,Mayores,Becky G Featuring Bad Bunny,artist:becky track:mayores,7JNh1cfm0eXjqFVOzKLyau,74,2017-12-09,14
8433d68cd9dc764ca5be59863c6aa8d3,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",artist:hugh track:the greatest show,4ylWMuGbMXNDgDd8lErEle,88,2018-01-20,4
91544db01d7b52a43f02248db46ad1a0,Never Enough,Loren Allred,artist:loren track:never enough,0Gl5s8IhMmQE5YQwM8Qx1J,88,2018-01-13,4
b153b474544e984a4d423540ba43cacc,My Dawg,Lil Baby,artist:lil track:my dawg,49K3jbwZmZKaDGTfjpIVg0,71,2018-01-06,7
5cdb6c9208dd285f84cb8b2f0a7efc1e,I'll Name The Dogs,Blake Shelton,artist:blake track:i'll name the dogs,2n5ZD87XQ2yvIxGjoYbUmZ,56,2018-01-13,20
896428214c20403e5c634d11377b8df0,Rock,Plies,artist:plies track:rock,4GXM7RnKwrWwDuM8KCb1Gp,99,2018-02-03,1
799393c94a593753156d9d0b247d9126,Female,Keith Urban,artist:keith track:female,3Ze8nX7ZYOnAgf8A1hDQQ9,69,2017-12-02,5
4dbf3e028ecaf9d05f013f7d783fa5a7,The Weekend,SZA,artist:sza track:the weekend,6gU9OKjOE7ghfEd55oRO57,29,2018-01-06,25
4864f7285f677b0aa531cf22249ae703,The Champion,Carrie Underwood Featuring Ludacris,artist:carrie track:the champion,0stPNUkU1LZnvxIcfrKnEZ,47,2018-01-27,1
34bdb04a519c8f42d83fef6f8edb08a7,Silence,Marshmello Featuring Khalid,artist:marshmello track:silence,7vGuf3Y35N4wmASOKLUVVU,30,2017-12-30,23
8e919087ce7acfd91ea49cb3a9a4931b,My My My!,Troye Sivan,artist:troye track:my my my!,71T7xF5wLbDRg76jxAwDqA,80,2018-01-27,1
088ca04d753ac452a414ddb0d1437e2f,Tequila,Dan + Shay,artist:dan track:tequila,7Il2yWQmsqKgSkLQvHTPUI,84,2018-01-27,1
7794dc8795d3d3b5122ac672646d2551,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","artist:farruko, track:krippy kush",7FfpP3YZ6fOWMdxkIAtud9,75,2018-01-13,6
8781eccd685128f1e6c027a86dd958b2,...Ready For It?,Taylor Swift,artist:taylor track:...ready for it?,2yLa0QULdQr0qAIvVwN6B5,4,2017-09-23,20
07a60eac0d217be1aca057e671fbe2df,El Bano,Enrique Iglesias Featuring Bad Bunny,artist:enrique track:el bano,2vvdTrdryjsl8DmPIMDWZU,98,2018-01-27,1
96e1547b1f55ab5f1d21be87f964c444,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,artist:luis track:despacito,6rPO02ozF3bM7NnOV4h6s2,1,2017-05-27,52
b6a077b85976feb3643b2b209ea7b930,That's What I Like,Bruno Mars,artist:bruno track:that's what i like,0KKkJNfGyhkQ5aFogxQAPU,1,2017-05-13,52
71672622d4ba93043ccacc63e1214c9c,I Could Use A Love Song,Maren Morris,artist:maren track:i could use a love song,09iyGiljLWRYXdRazFkdtJ,56,2018-01-20,21
6bdb8763941bb8cc99b5e4ff712252e9,For You (Fifty Shades Freed),Liam Payne & Rita Ora,artist:liam track:for you ,4ESIYCrLnFoUd1mVbISDot,82,2018-01-20,1
3a1b9aedfc0a8313ef7072b2868a4be8,I Miss You,Clean Bandit Featuring Julia Michaels,artist:clean track:i miss you,2xmrfQpmS2iJExTlklLoAL,92,2018-01-20,1
aebbd33b6e87715412eeaeae31b6e532,Too Much To Ask,Niall Horan,artist:niall track:too much to ask,39jXnbACjiaiTwwhsr5sY5,66,2017-10-07,12
d1137d78ae8986440d4dc48c9c596a91,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",artist:machine track:home,0OI7AFifLSoGzpb8bdBLLV,90,2017-12-09,5
cff16555667771f85aaebc092ff23401,Juice,Yo Gotti,artist:yo track:juice,1psC5iHzQxaTMZ5dWGfM6I,90,2018-01-13,6
120e42e704ba70e5d7df883ef1a4c285,What About Us,P!nk,artist:p!nk track:what about us,0Qh38w01QRXK6KHIv0e3hb,13,2017-11-04,22
1587f1cc1595afd6cc328ff1806ab11c,Look What You Made Me Do,Taylor Swift,artist:taylor track:look what you made me do,1P17dC1amhFzptugyAO7Il,1,2017-09-16,20
5f10a8f31e6b5051b6fd858a26d70200,Light It Up,Luke Bryan,artist:luke track:light it up,5w3NgfV8v1nNZFLUBlGHIL,57,2017-12-23,19
1bb5a6e77eb4b14d75f89c5ba7431c7f,Dusk Till Dawn,Zayn Featuring Sia,artist:zayn track:dusk till dawn,1j4kHkkpqZRBwE0A4CN4Yv,44,2017-09-30,17
51a5c37d420e0e2ad4b540038b3686e5,When We,Tank,artist:tank track:when we,2HWelwHQS4EdRqIycZOc3O,86,2017-12-23,6
7a72b4081636f232d383456ff5f22c69,Wanted You,NAV Featuring Lil Uzi Vert,artist:nav track:wanted you,790MhTXPFrYkrqCKvpg4t1,64,2017-12-09,7
6256895b879df7b43bb70b15fe12f4be,F**k Love,XXXTentacion Featuring Trippie Redd,artist:xxxtentacion track:fk love,,41,2017-09-16,19
ecc3337a428c017e670cf812283b9be5,All I Want For Christmas Is You,Mariah Carey,artist:mariah track:all i want for christmas is you,0bYg9bo50gSsH3LtXe2SQn,9,2017-12-30,24
b05f35a7b9bba810b80d11ba462e10f9,Rockin' Around The Christmas Tree,Brenda Lee,artist:brenda track:rockin' around the christmas tree,28fuXrmmF9dYWx25dMW9dP,14,1960-12-24,22
5f240af4a558e981eb891ce8ebace667,It's The Most Wonderful Time Of The Year,Andy Williams,artist:andy track:it's the most wonderful time of the year,5hslUAKq9I9CG2bAulFkHN,32,2018-01-06,5
f090100d77c4dcff68ad3d7f47014213,The Christmas Song (Merry Christmas To You),Nat King Cole,artist:nat track:the christmas song ,1l2CvcIAL1MtPbtZhh0Z77,37,2018-01-06,12
c9ce9bc36cdce9067fb5639df30020bc,A Holly Jolly Christmas,Burl Ives,artist:burl track:a holly jolly christmas,33BcB8XVwJU4qB7bDSkVya,38,2018-01-06,5
446938d1140ec5a7987994aca7d6b02b,The Race,Tay-K,artist:tay-k track:the race,3wGXyJGsCf1myH5MooQIqE,44,2017-09-23,20
29152c73669ff3720d931fcbc518d7d8,Eye 2 Eye,Huncho Jack Featuring Takeoff,artist:huncho track:eye 2 eye,4vwfOiyWxXeEdx4ejAJgdx,65,2018-01-06,1
53130b8f0b39c163a0a87ec02daea080,Modern Slavery,Huncho Jack,artist:huncho track:modern slavery,7J6bnDDitOwfelaJNixHhL,68,2018-01-06,1
89fffb23317fe73231ad0cda4bea4057,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,artist:imagine track:thunder/young dumb & broke ,7ER7vcy7u2ajg5IV45WBFw,69,2018-01-06,1
91535f1cad24f5501cb3722b3911bce0,Black & Chinese,Huncho Jack,artist:huncho track:black & chinese,628Ueb4sRiXApObhcU9iPU,71,2018-01-06,1
385ed4678967e123129a8686d48aab48,Dubai Shit,Huncho Jack Featuring Offset,artist:huncho track:dubai shit,6urLjX35oXXRYtcH1b3dCh,83,2018-01-06,1
507487ceb7121eb521ee456c41726f56,Huncho Jack,Huncho Jack,artist:huncho track:huncho jack,5vuiHi3QYbwcm1OKJOYnrf,87,2018-01-06,1
b63c9b073956dafe2464c5f6be409096,Motorcycle Patches,Huncho Jack,artist:huncho track:motorcycle patches,7g7raxdQpiLZT7aOlib4S1,90,2018-01-06,1
428d8af4a4625933fcf6a8c5652981dc,Saint,Huncho Jack,artist:huncho track:saint,7foypmc7KZyU716Yv63BPe,92,2018-01-06,1
b752dcefbb8b9cd3c4d4d695f0be71aa,Walk On Water,Eminem Featuring Beyonce,artist:eminem track:walk on water,7CcoUAtUcYhUfBsmtn0ajO,14,2017-12-02,5
2a348fbfce54c60dd429026e566daddb,Last Christmas,Wham!,artist:wham! track:last christmas,2FRnf9qhLbvw8fu4IBXx78,41,2017-01-14,3
e08c65d670e3b975b71759ba3e2163bf,Humble.,Kendrick Lamar,artist:kendrick track:humble.,7KXjTSCq5nL1LoYtL7XAwS,1,2017-05-06,37
a3c2e5cba8893379dff20467a6c8626c,There's Nothing Holdin' Me Back,Shawn Mendes,artist:shawn track:there's nothing holdin' me back,7JJmb5XwzOO8jgpou264Ml,6,2017-08-26,34
24c4fca686999fd6d1c0f895b04f1768,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,artist:big track:go legend,3wAI7MIQtTgwcRmwchPZBc,67,2017-12-30,1
40d5c5d24082f1becefd051faebafe54,When It Rains It Pours,Luke Combs,artist:luke track:when it rains it pours,1mMLMZYXkMueg65jRRWG1l,33,2017-11-04,20
cfb643f61cd1cf2d21a8806ce0db3882,Unforgettable,Thomas Rhett,artist:thomas track:unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,47,2017-09-30,20
afadd110db18089078da29f649ce2b4e,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,artist:trippie track:dark knight dummo,3YeJXuRSNS5FYwOsDu44kD,72,2017-12-30,1
12e915e969a5ba6c2f6b9371a3869bd1,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,artist:big track:pull up n wreck,7DuvVy7JfFgXwWlVzyyPys,80,2017-12-30,2
9ff918e882b6002ca5f9d277528062f3,Danger,Migos & Marshmello,artist:migos track:danger,0nhVrTiCGiGRCoZOJiWzm1,82,2017-12-30,1
500ac86f3462213283fb2f151db77ce3,Untouchable,Eminem,artist:eminem track:untouchable,6IvespQWGW4USXwexlVKDm,86,2017-12-30,1
0c15d7c696a057392f04129651d96202,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",artist:21 track:ghostface killers,5u6vkDnOyaf8LsteDAj2ub,35,2017-11-25,7
138d5ef223b79e8f6273ede00ca5a307,Jocelyn Flores,XXXTentacion,artist:xxxtentacion track:jocelyn flores,7m9OqQk4RVRkw9JJdeAw96,31,2017-09-16,16
e9469dee15a48e7d17f1058c434d833f,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,artist:calvin track:faking it,0pJPdSVti6cTM1Q6xYGmcf,94,2017-12-16,4
bc2a2f3925a58e31a7e2a74c70515acf,Congratulations,Post Malone Featuring Quavo,artist:post track:congratulations,3a1lNhkSLSkpJE4MSHpDu9,8,2017-07-08,50
e54980ed97da89b3e4cd8161bbd04b2a,Love So Soft,Kelly Clarkson,artist:kelly track:love so soft,16QN8cBubEq706vNtPpOME,47,2017-11-18,13
fcbe19cbf82deb55cadacf7652583d0f,Transportin',Kodak Black,artist:kodak track:transportin',1WIZiOuNO3woKfdlSK2gNn,46,2017-09-23,16
3de73147671f0b1ed74eaa11d7f953ce,Ask Me How I Know,Garth Brooks,artist:garth track:ask me how i know,,71,2017-12-16,7
0a9fe24a48f167c70e64d49b5eb0ad45,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,artist:romeo track:bella y sensual,0ERbK7qVqveCaBWIiYCrl3,95,2017-12-23,1
99437e6c142774458dd27d17603e200b,Criminal,Natti Natasha x Ozuna,artist:natti track:criminal,6Za3190Sbw39BBC77WSS1C,99,2017-12-23,1
0797a46a122a6b60a31157c75d2889c6,Sauce It Up,Lil Uzi Vert,artist:lil track:sauce it up,1uL78kFWxhz3umTMWJu8n5,49,2017-09-16,15
a05bc50d4a30c3d545c4de9ba23f4eff,Rake It Up,Yo Gotti Featuring Nicki Minaj,artist:yo track:rake it up,4knL4iPxPOZjQzTUlELGSY,8,2017-10-07,22
