pos,title,artist,last_pos,peak_pos,streak
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,18
2,That's What I Like,Bruno Mars,2,1,18
3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,1,3
4,Shape Of You,Ed Sheeran,4,1,19
5,Humble.,Kendrick Lamar,5,1,7
6,Something Just Like This,The Chainsmokers & Coldplay,7,3,13
7,Mask Off,Future,6,5,13
8,XO TOUR Llif3,Lil Uzi Vert,8,8,8
9,Stay,Zedd & Alessia Cara,9,7,12
10,Malibu,Miley Cyrus,64,10,2
11,Say You Won't Let Go,James Arthur,13,11,30
12,It Ain't Me,Kygo x Selena Gomez,11,10,14
13,Congratulations,Post Malone Featuring Quavo,12,12,21
14,Issues,Julia Michaels,14,12,17
15,iSpy,KYLE Featuring Lil Yachty,10,4,21
16,Body Like A Back Road,Sam Hunt,15,6,16
17,Sign Of The Times,Harry Styles,18,4,6
18,DNA.,Kendrick Lamar,16,4,5
19,Location,Khalid,17,16,19
20,Believer,Imagine Dragons,20,20,15
21,Passionfruit,Drake,19,8,9
22,Bad And Boujee,Migos Featuring Lil Uzi Vert,21,1,27
23,In Case You Didn't Know,Brett Young,24,23,15
24,Unforgettable,French Montana Featuring Swae Lee,29,24,6
25,Slide,Calvin Harris Featuring Frank Ocean & Migos,28,25,12
26,Tunnel Vision,Kodak Black,23,6,13
27,Closer,The Chainsmokers Featuring Halsey,25,1,42
28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,22,9,24
29,Redbone,Childish Gambino,36,29,24
30,Rolex,Ayo & Teo,30,30,14
31,T-Shirt,Migos,26,19,18
32,There's Nothing Holdin' Me Back,Shawn Mendes,40,32,4
33,Cold,Maroon 5 Featuring Future,34,16,14
34,Hurricane,Luke Combs,31,31,14
35,Swang,Rae Sremmurd,27,26,22
36,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,41,36,9
37,Goosebumps,Travis Scott,33,32,27
38,Now Or Never,Halsey,32,32,6
39,Castle On The Hill,Ed Sheeran,38,6,19
40,24K Magic,Bruno Mars,35,4,32
41,Scars To Your Beautiful,Alessia Cara,42,8,38
42,Paris,The Chainsmokers,37,6,18
43,Love On The Brain,Rihanna,39,5,31
44,Both,Gucci Mane Featuring Drake,43,41,22
45,Attention,Charlie Puth,53,45,4
46,I Feel It Coming,The Weeknd Featuring Daft Punk,44,4,26
47,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,50,47,7
48,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,46,2,23
49,Look At Me!,XXXTentacion,54,34,15
50,Bounce Back,Big Sean,45,6,28
51,Love.,Kendrick Lamar Featuring Zacari,48,18,5
52,Slippery,Migos Featuring Gucci Mane,56,48,8
53,The Cure,Lady Gaga,49,39,5
54,Heavy,Linkin Park Featuring Kiiara,51,51,13
55,Magnolia,Playboi Carti,63,55,3
56,If I Told You,Darius Rucker,60,56,5
57,Black,Dierks Bentley,58,57,15
58,Portland,Drake Featuring Quavo & Travis Scott,55,9,9
59,Bon Appetit,Katy Perry Featuring Migos,-1,59,2
60,Slow Hands,Niall Horan,52,52,3
61,The Fighter,Keith Urban Featuring Carrie Underwood,59,38,15
62,Rollin,Calvin Harris Featuring Future & Khalid,-1,62,1
63,Everyday We Lit,YFN Lucci Featuring PnB Rock,69,63,6
64,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,47,3
65,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,65,65,8
66,Loyalty.,Kendrick Lamar Featuring Rihanna,57,14,5
67,First Day Out,Tee Grizzley,67,67,7
68,Losin Control,Russ,62,62,12
69,The Weekend,Brantley Gilbert,68,64,20
70,Element.,Kendrick Lamar,61,16,5
71,Craving You,Thomas Rhett Featuring Maren Morris,70,53,7
72,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,78,60,7
73,Privacy,Chris Brown,77,73,3
74,How Not To,Dan + Shay,75,74,7
75,Human,Rag'n'Bone Man,74,74,4
76,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,80,76,3
77,Scared To Be Lonely,Martin Garrix & Dua Lipa,76,76,11
78,Hometown Girl,Josh Turner,72,56,12
79,My Girl, Dylan Scott,83,79,4
80,Bad Liar,Selena Gomez,-1,80,1
81,Every Time I Hear That Song,Blake Shelton,79,79,2
82,Prblms,6LACK,81,72,8
83,You Look Good,Lady Antebellum,90,60,6
84,Yeah Boy,Kelsea Ballerini,66,65,13
85,Drinkin' Problem,Midland,97,85,2
86,Flatliner,Cole Swindell,88,86,4
87,My Old Man,Zac Brown Band,-1,68,2
88,Chained To The Rhythm,Katy Perry Featuring Skip Marley,87,4,14
89,Good Drank,2 Chainz x Gucci Mane x Quavo,86,82,10
90,Good Life,G-Eazy & Kehlani,73,59,5
91,Any Ol' Barstool,Jason Aldean,82,52,17
92,Whatever It Takes,Imagine Dragons,-1,92,1
93,Felices Los 4,Maluma,-1,93,1
94,Thunder,Imagine Dragons,92,70,3
95,No Promises,Cheat Codes Featuring Demi Lovato ,-1,95,1
96,Cake, Flo Rida & 99 Percent,84,73,6
97,El Amante,Nicky Jam,93,93,8
98,Ghost In This House,Lauren Duski,-1,98,1
99,Do Re Mi,Blackbear,96,87,4
100,Me Enamore,Shakira,-1,100,1
