pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Perfect,Ed Sheeran,1,1,16,0tgVpDi06FyKpA1z0VMD4v
2,Rockstar,Post Malone Featuring 21 Savage,2,1,13,1OmcAT5Y8eg5bUPv9qJT4R
3,Havana,Camila Cabello Featuring Young Thug,3,2,18,1rfofaqEpACxVEHIZBJe6W
4,Gucci Gang,Lil Pump,4,3,14,43ZyHQITOjhciSUUNPVRHc
5,Thunder,Imagine Dragons,5,4,33,5VnDkUNyX6u5Sk0yZiP8XB
6,MotorSport,"Migos, Nicki Minaj & Cardi B",15,6,7,1YZfcVLbbJwfizR5cDOp3q
7,Too Good At Goodbyes,Sam Smith,6,4,14,3VlbOrM6nYPprVvzBZllE5
8,Bad At Love,Halsey,8,8,15,7y9iMe8SOB6z3NoHE2OfXl
9,All I Want For Christmas Is You,Mariah Carey,11,9,22,0bYg9bo50gSsH3LtXe2SQn
10,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,7,7,14,2Xqd0wUttjueBfdcltADOv
11,Bodak Yellow (Money Moves),Cardi B,9,1,24,2771LMNxwf62FTAdpJMQfM
12,Gummo,6ix9ine,13,12,5,2vjmyyAnDUzilFYxOlTdO1
13,What Lovers Do,Maroon 5 Featuring SZA,10,9,16,4nYsmWkuTaowTMy4gskmBw
14,New Rules,Dua Lipa,17,14,20,2ekn2ttSfGqwhhate0LSR0
15,I Get The Bag,Gucci Mane Featuring Migos,14,11,17,1XRgIKC5TPwo7nWGyKqgG0
16,Let You Down,NF,22,16,9,52okn5MNA47tk87PeZJLEL
17,Feel It Still,Portugal. The Man,12,4,26,6QgjcU0zLnzq5OrUoSZ3OK
18,Sorry Not Sorry,Demi Lovato,16,6,23,3Du2K5dLzmduCNp6uwuaL0
19,I Fall Apart,Post Malone,23,19,12,75ZvA4QfFiZvzhj2xkaWAh
20,Mi Gente,J Balvin & Willy William Featuring Beyonce,18,3,24,4ipnJyDU3Lq15qBAYNqlqK
21,Wolves,Selena Gomez X Marshmello,20,20,8,0tBbt8CrmxbjRP0pueQkyU
22,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,19,3,33,5tz69p7tJuGPeMGwNTxYuV
23,Shape Of You,Ed Sheeran,25,1,49,7qiZfU4dY1lWllzX7mPBI3
24,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,29,24,16,2eAZfqOm4EnOF9VvN50Tyc
25,Love.,Kendrick Lamar Featuring Zacari,27,18,25,6PGoSes0D9eUDeeAafB2As
26,Him & I,G-Eazy & Halsey,21,21,2,3YU6vJbjYUG0tiJyXf9x5V
27,Bank Account,21 Savage,24,12,23,2fQrGHiQOvpL9UgPvtYy6G
28,Meant To Be,Bebe Rexha & Florida Georgia Line,31,28,8,7iDa6hUg2VgEL1o1HjmfBn
29,How Long,Charlie Puth,26,26,10,32DGGj6KlNuBr6WaqRxpxi
30,Silence,Marshmello Featuring Khalid,33,30,18,7vGuf3Y35N4wmASOKLUVVU
31,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,32,1,48,6rPO02ozF3bM7NnOV4h6s2
32,Young Dumb & Broke,Khalid,28,22,22,5Z3GHaZ6ec9bsiI5BenrbY
33,Believer,Imagine Dragons,30,4,45,1NtIMM4N0cFa1dNzN15chl
34,Rockin' Around The Christmas Tree,Brenda Lee,37,14,20,28fuXrmmF9dYWx25dMW9dP
35,It's The Most Wonderful Time Of The Year,Andy Williams,45,35,3,5hslUAKq9I9CG2bAulFkHN
36,Sky Walker,Miguel Featuring Travis Scott,35,35,12,5WoaF1B5XIEnWfmb5NZikf
37,...Ready For It?,Taylor Swift,43,4,15,2yLa0QULdQr0qAIvVwN6B5
38,The Christmas Song (Merry Christmas To You),Nat King Cole,42,38,10,1l2CvcIAL1MtPbtZhh0Z77
39,The Weekend,SZA,38,37,20,6gU9OKjOE7ghfEd55oRO57
40,Unforgettable,French Montana Featuring Swae Lee,34,3,36,3B54sVLJ402zGa6Xm4YGNe
41,A Holly Jolly Christmas,Burl Ives,47,41,3,33BcB8XVwJU4qB7bDSkVya
42,Attention,Charlie Puth,36,5,34,4iLqG9SeJSnt0cSPICSjxv
43,That's What I Like,Bruno Mars,40,1,48,0KKkJNfGyhkQ5aFogxQAPU
44,Last Christmas,Wham!,-1,41,3,2FRnf9qhLbvw8fu4IBXx78
45,Ric Flair Drip,Offset & Metro Boomin,44,44,7,7sO5G9EABYOXQKNPNiE9NR
46,Plain Jane,A$AP Ferg,41,41,12,4dVpf9jZjcORqGTLUaeYj9
47,Humble.,Kendrick Lamar,50,1,37,7KXjTSCq5nL1LoYtL7XAwS
48,There's Nothing Holdin' Me Back,Shawn Mendes,46,6,34,7JJmb5XwzOO8jgpou264Ml
49,End Game,Taylor Swift Featuring Ed Sheeran & Future,39,39,4,2x0WlnmfG39ZuDmstl9xfX
50,Kooda,6ix9ine,61,50,2,5NT0aZqWImC9fTzkW4z48o
51,Roll In Peace,Kodak Black Featuring XXXTENTACION,56,51,17,40oKW22ZNNkEdZLJTScaQI
52,Greatest Love Story,LANCO,54,45,15,2yQZwi1P8AkkxxFhQ8rMEK
53,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",52,46,14,4YkwUfWSIxdKNLDXw0caFO
54,Like I Loved You,Brett Young,62,54,12,3T6MAweakkNrMYs8jZIWtg
55,Rubbin Off The Paint,YBN Nahmir,48,46,6,0taOCiup4HNG9LmbduVlJj
56,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,55,53,12,5Gu0PDLN4YJeW75PpBSg9p
57,What About Us,P!nk,51,13,19,0Qh38w01QRXK6KHIv0e3hb
