pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Rockstar,Post Malone Featuring 21 Savage,1,1,11,1OmcAT5Y8eg5bUPv9qJT4R
2,Havana,Camila Cabello Featuring Young Thug,2,2,16,1rfofaqEpACxVEHIZBJe6W
3,Perfect,Ed Sheeran,5,3,14,0tgVpDi06FyKpA1z0VMD4v
4,Gucci Gang,Lil Pump,3,3,12,43ZyHQITOjhciSUUNPVRHc
5,Thunder,Imagine Dragons,4,4,31,5VnDkUNyX6u5Sk0yZiP8XB
6,Too Good At Goodbyes,Sam Smith,7,4,12,3VlbOrM6nYPprVvzBZllE5
7,Bodak Yellow (Money Moves),Cardi B,6,1,22,2771LMNxwf62FTAdpJMQfM
8,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,11,8,12,2Xqd0wUttjueBfdcltADOv
9,What Lovers Do,Maroon 5 Featuring SZA,10,9,14,4nYsmWkuTaowTMy4gskmBw
10,Feel It Still,Portugal. The Man,8,4,24,6QgjcU0zLnzq5OrUoSZ3OK
11,Bad At Love,Halsey,14,11,13,7y9iMe8SOB6z3NoHE2OfXl
12,Sorry Not Sorry,Demi Lovato,9,6,21,3Du2K5dLzmduCNp6uwuaL0
13,Mi Gente,J Balvin & Willy William Featuring Beyonce,12,3,22,4ipnJyDU3Lq15qBAYNqlqK
14,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,13,3,31,5tz69p7tJuGPeMGwNTxYuV
15,New Rules,Dua Lipa,18,15,18,2ekn2ttSfGqwhhate0LSR0
16,I Get The Bag,Gucci Mane Featuring Migos,16,11,15,1XRgIKC5TPwo7nWGyKqgG0
17,MotorSport,"Migos, Nicki Minaj & Cardi B",17,14,5,1YZfcVLbbJwfizR5cDOp3q
18,Bank Account,21 Savage,15,12,21,2fQrGHiQOvpL9UgPvtYy6G
19,I Fall Apart,Post Malone,21,19,10,75ZvA4QfFiZvzhj2xkaWAh
20,Wolves,Selena Gomez X Marshmello,20,20,6,0tBbt8CrmxbjRP0pueQkyU
21,All I Want For Christmas Is You,Mariah Carey,-1,11,20,0bYg9bo50gSsH3LtXe2SQn
22,Young Dumb & Broke,Khalid,22,22,20,5Z3GHaZ6ec9bsiI5BenrbY
23,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,19,1,46,6rPO02ozF3bM7NnOV4h6s2
24,Unforgettable,French Montana Featuring Swae Lee,28,3,34,3B54sVLJ402zGa6Xm4YGNe
25,Believer,Imagine Dragons,23,4,43,1NtIMM4N0cFa1dNzN15chl
26,Shape Of You,Ed Sheeran,31,1,47,7qiZfU4dY1lWllzX7mPBI3
27,Love.,Kendrick Lamar Featuring Zacari,39,18,23,6PGoSes0D9eUDeeAafB2As
28,MIC Drop,BTS Featuring Desiigner,-1,28,1,7Ed6BkggCS2KaKY5YlINaF
29,Let You Down,NF,48,29,7,52okn5MNA47tk87PeZJLEL
30,Attention,Charlie Puth,30,5,32,4iLqG9SeJSnt0cSPICSjxv
31,...Ready For It?,Taylor Swift,24,4,13,2yLa0QULdQr0qAIvVwN6B5
32,How Long,Charlie Puth,34,32,8,32DGGj6KlNuBr6WaqRxpxi
33,What About Us,P!nk,25,13,17,0Qh38w01QRXK6KHIv0e3hb
34,Rake It Up,Yo Gotti Featuring Nicki Minaj,27,8,22,4knL4iPxPOZjQzTUlELGSY
35,Praying,Kesha,26,22,21,79NlESqzFSW0hdBWgls4FX
36,Silence,Marshmello Featuring Khalid,43,36,16,7vGuf3Y35N4wmASOKLUVVU
37,That's What I Like,Bruno Mars,32,1,46,0KKkJNfGyhkQ5aFogxQAPU
38,The Weekend,SZA,37,37,18,6gU9OKjOE7ghfEd55oRO57
39,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,38,31,14,2eAZfqOm4EnOF9VvN50Tyc
40,Meant To Be,Bebe Rexha & Florida Georgia Line,42,40,6,7iDa6hUg2VgEL1o1HjmfBn
41,Strip That Down,Liam Payne Featuring Quavo,36,10,28,4Ro98RCK90oHqqSZUnTFq5
