pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,3,1,17,6rPO02ozF3bM7NnOV4h6s2
2,That's What I Like,Bruno Mars,2,1,17,0KKkJNfGyhkQ5aFogxQAPU
3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,1,2,1jYiIOC5d6soxkJP81fxq2
4,Shape Of You,Ed Sheeran,5,1,18,7qiZfU4dY1lWllzX7mPBI3
5,Humble.,Kendrick Lamar,4,1,6,7KXjTSCq5nL1LoYtL7XAwS
6,Mask Off,Future,7,5,12,0VgkVdmE4gld66l8iyGjgx
7,Something Just Like This,The Chainsmokers & Coldplay,6,3,12,1dNIEtp7AY3oDAKCGg2XkH
8,XO TOUR Llif3,Lil Uzi Vert,9,8,7,7GX5flRQZVHRAGd6B4TmDO
9,Stay,Zedd & Alessia Cara,11,7,11,6uBhi9gBXWjanegOb2Phh0
10,iSpy,KYLE Featuring Lil Yachty,8,4,20,2EEeOnHehOozLq4aS0n6SL
11,It Ain't Me,Kygo x Selena Gomez,10,10,13,12GEpg2XOPyqk03JZEZnJs
12,Congratulations,Post Malone Featuring Quavo,16,12,20,3a1lNhkSLSkpJE4MSHpDu9
13,Say You Won't Let Go,James Arthur,13,13,29,5uCax9HTNlzGybIStD3vDh
14,Issues,Julia Michaels,14,12,16,7vu0JkJh0ldukEYbTVcqd0
15,Body Like A Back Road,Sam Hunt,15,6,15,7mldq42yDuxiUNn08nvzHO
16,DNA.,Kendrick Lamar,12,4,4,6HZILIRieu8S0iqY8kIKhj
17,Location,Khalid,17,16,18,152lZdxL1OR0ZMW6KquMif
18,Sign Of The Times,Harry Styles,28,4,5,5Ohxk2dO5COHF1krpoPigN
19,Passionfruit,Drake,18,8,8,5mCPDVBb16L4XQwDdbRUpz
20,Believer,Imagine Dragons,20,20,14,1NtIMM4N0cFa1dNzN15chl
21,Bad And Boujee,Migos Featuring Lil Uzi Vert,22,1,26,4Km5HrUvYTaSUfiSGPJeQR
22,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,19,9,23,5knuzwU65gJK7IF5yJsuaW
23,Tunnel Vision,Kodak Black,21,6,12,4Q3N4Ct4zCuIHuZ65E3BD4
24,In Case You Didn't Know,Brett Young,31,24,14,10M2Ex445zw585Ducldzkw
25,Closer,The Chainsmokers Featuring Halsey,23,1,41,7BKLCZ1jbUBVqRi2FVlTVw
26,T-Shirt,Migos,25,19,17,7KOlJ92bu51cltsD9KU5I7
27,Swang,Rae Sremmurd,27,26,21,6mapJIPnQ23RTAevUoE0DL
28,Slide,Calvin Harris Featuring Frank Ocean & Migos,30,28,11,6gpcs5eMhJwax4mIfKDYQk
29,Unforgettable,French Montana Featuring Swae Lee,42,29,5,3B54sVLJ402zGa6Xm4YGNe
30,Rolex,Ayo & Teo,33,30,13,0pSBuHjILhNEo55xK1zrRt
31,Hurricane,Luke Combs,34,31,13,6xHI9KjUjYT0FPtGO8Mxa1
32,Now Or Never,Halsey,38,32,5,7i2DJ88J7jQ8K7zqFX2fW8
33,Goosebumps,Travis Scott,32,32,26,6gBFPUFcJLzWGx4lenP6h2
34,Cold,Maroon 5 Featuring Future,29,16,13,50QWA5PR501dIe2KkJkHRR
35,24K Magic,Bruno Mars,35,4,31,6b8Be6ljOzmkOmFslEb23P
36,Redbone,Childish Gambino,44,36,23,3kxfsdsCpFgN412fpnW85Y
37,Paris,The Chainsmokers,24,6,17,15vzANxN8G9wWfwAJLLMCg
38,Castle On The Hill,Ed Sheeran,47,6,18,6PCUP3dWmTjcTtXY02oFdT
39,Love On The Brain,Rihanna,36,5,30,2aksifNn5ph8igDOkPBA02
40,There's Nothing Holdin' Me Back,Shawn Mendes,49,40,3,7JJmb5XwzOO8jgpou264Ml
41,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,46,41,8,6kex4EBAj0WHXDKZMEJaaF
42,Scars To Your Beautiful,Alessia Cara,45,8,37,0prNGof3XqfTvNDxHonvdK
43,Both,Gucci Mane Featuring Drake,41,41,21,5tFep7dXGd7vEJ668wTPux
44,I Feel It Coming,The Weeknd Featuring Daft Punk,26,4,25,3dhjNA0jGA8vHBQ1VdD6vV
45,Bounce Back,Big Sean,40,6,27,0SGkqnVQo9KPytSri1H6cF
46,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,37,2,22,2y5aJvzXhHPA94U5GFAcXe
47,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,61,47,2,5tz69p7tJuGPeMGwNTxYuV
48,Love.,Kendrick Lamar Featuring Zacari,43,18,4,6PGoSes0D9eUDeeAafB2As
49,The Cure,Lady Gaga,55,39,4,34oB5r0lcN3fYWCs2uA1k5
50,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,50,50,6,1f5cbQtDrykjarZVrShaDI
51,Heavy,Linkin Park Featuring Kiiara,53,51,12,104buTcnP2AsxqB7U1FIZ4
52,Slow Hands,Niall Horan,90,52,2,27vTihlWXiz9f9lJM3XGVU
53,Attention,Charlie Puth,64,53,3,4iLqG9SeJSnt0cSPICSjxv
54,Look At Me!,XXXTentacion,48,34,14,7floNISpH8VF4z4459Qo18
55,Portland,Drake Featuring Quavo & Travis Scott,54,9,8,2bjwRfXMk4uRgOD9IBYl9h
56,Slippery,Migos Featuring Gucci Mane,-1,48,7,6p8NuHm8uCGnn2Dtbtf7zE
57,Loyalty.,Kendrick Lamar Featuring Rihanna,51,14,4,6SwRhMLwNqEi6alNPVG00n
58,Black,Dierks Bentley,57,57,14,2lFtnEmkIPm2ClN55e2chV
59,The Fighter,Keith Urban Featuring Carrie Underwood,56,38,14,5OUSPcqhYTOzpbXzoEvKim
60,If I Told You,Darius Rucker,62,60,4,4Az17HfqonKSWNsaLgTBeK
61,Element.,Kendrick Lamar,52,16,4,1EaKU4dMbesXXd3BrLCtYG
62,Losin Control,Russ,68,62,11,4cxMGhkinTocPSVVKWIw0d
63,Magnolia,Playboi Carti,91,63,2,1e1JKLEDKP7hEQzJfNAgPl
64,Malibu,Miley Cyrus,-1,64,1,2habSXqcJGExM6JJyskY7O
65,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,69,65,7,4VFE6ZNqa8jHAmbYICoAFg
66,Yeah Boy,Kelsea Ballerini,65,65,12,2WaOQWSv0D1tZNxyLvnGAI
67,First Day Out,Tee Grizzley,71,67,6,3muBQDekYAg7jm6hDu6R0Z
68,The Weekend,Brantley Gilbert,66,64,19,48tAdjG4ng2JfECa7OQujk
69,Everyday We Lit,YFN Lucci Featuring PnB Rock,75,69,5,4PzovBqgnSHKd8opsP7IVM
70,Craving You,Thomas Rhett Featuring Maren Morris ,83,53,6,2d48mamATjby7wgPjdrSOQ
71,Everybody,Logic,-1,59,2,7cGFbx7MP0H23iHZTZpqMM
72,Hometown Girl,Josh Turner,58,56,11,5C6uh95eAL0RBTSGXKQwvk
