pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Havana,Camila Cabello Featuring Young Thug,2,1,23,1rfofaqEpACxVEHIZBJe6W
2,Perfect,Ed Sheeran,1,1,21,0tgVpDi06FyKpA1z0VMD4v
3,Rockstar,Post Malone Featuring 21 Savage,4,1,18,1OmcAT5Y8eg5bUPv9qJT4R
4,Finesse,Bruno Mars & Cardi B,3,3,3,3Vo4wInECJQuz9BIBMOu8i
5,Bad At Love,Halsey,7,5,20,7y9iMe8SOB6z3NoHE2OfXl
6,Thunder,Imagine Dragons,6,4,38,5VnDkUNyX6u5Sk0yZiP8XB
7,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5,4,19,2Xqd0wUttjueBfdcltADOv
8,New Rules,Dua Lipa,11,8,25,2ekn2ttSfGqwhhate0LSR0
9,Too Good At Goodbyes,Sam Smith,8,4,19,3VlbOrM6nYPprVvzBZllE5
10,MotorSport,"Migos, Nicki Minaj & Cardi B",10,6,12,1YZfcVLbbJwfizR5cDOp3q
11,Gucci Gang,Lil Pump,12,3,19,43ZyHQITOjhciSUUNPVRHc
12,Love.,Kendrick Lamar Featuring Zacari,13,11,30,6PGoSes0D9eUDeeAafB2As
13,Gummo,6ix9ine ,19,12,10,2vjmyyAnDUzilFYxOlTdO1
14,Let You Down,NF,15,14,14,52okn5MNA47tk87PeZJLEL
15,Him & I,G-Eazy & Halsey,16,15,7,3YU6vJbjYUG0tiJyXf9x5V
16,Bartier Cardi,Cardi B Featuring 21 Savage,14,14,4,75FDPwaULRdYDn4StFN2rT
17,Meant To Be,Bebe Rexha & Florida Georgia Line,18,17,13,7iDa6hUg2VgEL1o1HjmfBn
18,End Game,Taylor Swift Featuring Ed Sheeran & Future,36,18,9,2x0WlnmfG39ZuDmstl9xfX
19,Bodak Yellow (Money Moves),Cardi B,17,1,29,2771LMNxwf62FTAdpJMQfM
20,I Fall Apart,Post Malone,26,16,17,75ZvA4QfFiZvzhj2xkaWAh
21,Shape Of You,Ed Sheeran,22,1,54,7qiZfU4dY1lWllzX7mPBI3
22,How Long,Charlie Puth,23,22,15,32DGGj6KlNuBr6WaqRxpxi
23,Feel It Still,Portugal. The Man,20,4,31,6QgjcU0zLnzq5OrUoSZ3OK
24,I Get The Bag,Gucci Mane Featuring Migos,25,11,22,1XRgIKC5TPwo7nWGyKqgG0
25,Wolves,Selena Gomez X Marshmello,24,20,13,0tBbt8CrmxbjRP0pueQkyU
26,Believer,Imagine Dragons,30,4,50,1NtIMM4N0cFa1dNzN15chl
27,Plain Jane,A$AP Ferg,29,26,17,4dVpf9jZjcORqGTLUaeYj9
28,Sorry Not Sorry,Demi Lovato,21,6,28,3Du2K5dLzmduCNp6uwuaL0
29,Filthy,Justin Timberlake,9,9,2,1L3NV7VrCiuE8C5QlhdeQL
30,Never Be The Same,Camila Cabello,65,30,5,6VpQdig9pdpTSIFItgkJV5
31,What Lovers Do,Maroon 5 Featuring SZA,27,9,21,4nYsmWkuTaowTMy4gskmBw
32,Young Dumb & Broke,Khalid,28,18,27,5Z3GHaZ6ec9bsiI5BenrbY
33,Sky Walker,Miguel Featuring Travis Scott,31,31,17,5WoaF1B5XIEnWfmb5NZikf
34,River,Eminem Featuring Ed Sheeran,32,11,5,1cS0TgbR263ey9jn0MwD2s
35,Marry Me,Thomas Rhett,39,35,7,0OWZFobGSIW9GrSlQ9C5pc
36,Roll In Peace,Kodak Black Featuring XXXTENTACION,45,36,22,40oKW22ZNNkEdZLJTScaQI
37,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,33,24,21,2eAZfqOm4EnOF9VvN50Tyc
38,Bank Account,21 Savage,37,12,28,2fQrGHiQOvpL9UgPvtYy6G
39,Mi Gente,J Balvin & Willy William Featuring Beyonce,35,3,29,4ipnJyDU3Lq15qBAYNqlqK
40,Lemon,N*E*R*D & Rihanna,50,40,11,2LKlHBPHxLG5ArAXfF148n
41,Lights Down Low,MAX Featuring gnash,47,41,15,5A6BJLZArq1MPjsnmcuk5f
42,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,40,17,5Gu0PDLN4YJeW75PpBSg9p
43,Ric Flair Drip,Offset & Metro Boomin,48,43,12,7sO5G9EABYOXQKNPNiE9NR
44,Attention,Charlie Puth,41,5,39,4iLqG9SeJSnt0cSPICSjxv
45,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,44,3,38,5tz69p7tJuGPeMGwNTxYuV
46,The Weekend,SZA,42,29,25,6gU9OKjOE7ghfEd55oRO57
47,The Champion,Carrie Underwood Featuring Ludacris,-1,47,1,0stPNUkU1LZnvxIcfrKnEZ
48,Unforgettable,French Montana Featuring Swae Lee,49,3,41,3B54sVLJ402zGa6Xm4YGNe
49,Yours,Russell Dickerson,52,49,14,6RSNKGdv3nDTHqgw4bdzyF
50,Silence,Marshmello Featuring Khalid,46,30,23,7vGuf3Y35N4wmASOKLUVVU
51,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",53,46,19,4YkwUfWSIxdKNLDXw0caFO
52,Like I Loved You,Brett Young,51,46,17,3T6MAweakkNrMYs8jZIWtg
53,All The Stars,Kendrick Lamar & SZA,43,43,2,66kQ7wr4d2LwwSjr7HXcyr
54,Good Old Days,Macklemore Featuring Kesha,54,54,13,2Za1AlJNvksouPPWbXpR2X
55,Nowadays,Lil Skies Featuring Landon Cube,85,55,2,689uBlyIufk2LUhAwjny4w
56,Round Here Buzz,Eric Church,57,56,17,52ioLaTnO2J7BWY8UN2n9D
57,Echame La Culpa,Luis Fonsi & Demi Lovato,60,47,9,2hl6q70unbviGo3g1R7uFx
58,This Is Me,Keala Settle & The Greatest Showman Ensemble,64,58,3,45aBsnKRWUzhwbcqOJLwfe
59,Written In The Sand,Old Dominion,69,59,9,2A69wys3S9uiPSmn6UZWJn
60,Stir Fry,Migos,72,60,4,4fndbjoz1qJyK6JcLdKfzm
61,Losing Sleep,Chris Young,63,61,17,6waqLPcT6ruMhmd36OhmFO
62,Rubbin Off The Paint,YBN Nahmir,62,46,11,0taOCiup4HNG9LmbduVlJj
63,Codeine Dreaming,Kodak Black Featuring Lil Wayne,58,52,8,4DTpngLjoHj5gFxEZFeD3J
64,Keke,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",-1,64,1,0zl3PdjIl320fK0pxBGWNR
65,Greatest Love Story,LANCO,61,45,20,2yQZwi1P8AkkxxFhQ8rMEK
66,Pick It Up,Famous Dex Featuring A$AP Rocky,71,66,10,3ncgNpxLoBQ65ABk4djDyd
67,La Modelo,Ozuna x Cardi B,59,52,4,2m2ZGfJcs3lHWNPzhWH3XH
68,You Broke Up With Me,Walker Hayes,68,67,13,6UsoV6X96Rox9mfxoz7SFy
69,Red Roses,Lil Skies Featuring Landon Cube,98,69,2,5IKOXYnhzrLxqhlI0btiaa
70,Rewrite The Stars,Zac Efron & Zendaya,78,70,3,65fpYBrI8o2cfrwf2US4gq
71,Outside Today,YoungBoy Never Broke Again,-1,71,1,5Qx9hngUBr30JFrNua7yp4
72,Tell Me You Love Me,Demi Lovato,55,53,8,2dIPe4XdBLUsTZGqPIuKXb
73,Kooda,6ix9ine,73,50,7,5NT0aZqWImC9fTzkW4z48o
