pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Bodak Yellow (Money Moves),Cardi B,1,1,14,2771LMNxwf62FTAdpJMQfM
2,Rockstar,Post Malone Featuring 21 Savage,2,2,3,1OmcAT5Y8eg5bUPv9qJT4R
3,Mi Gente,J Balvin & Willy William Featuring Beyonce,21,3,14,4ipnJyDU3Lq15qBAYNqlqK
4,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,4,3,23,5tz69p7tJuGPeMGwNTxYuV
5,Look What You Made Me Do,Taylor Swift,3,1,7,1P17dC1amhFzptugyAO7Il
6,Feel It Still,Portugal. The Man,7,6,16,6QgjcU0zLnzq5OrUoSZ3OK
7,Thunder,Imagine Dragons,17,7,23,5VnDkUNyX6u5Sk0yZiP8XB
8,Sorry Not Sorry,Demi Lovato,10,8,13,3Du2K5dLzmduCNp6uwuaL0
9,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,5,1,38,6rPO02ozF3bM7NnOV4h6s2
10,Unforgettable,French Montana Featuring Swae Lee,6,3,26,3B54sVLJ402zGa6Xm4YGNe
11,Believer,Imagine Dragons,8,4,35,1NtIMM4N0cFa1dNzN15chl
12,Rake It Up,Yo Gotti Featuring Nicki Minaj,9,8,14,4knL4iPxPOZjQzTUlELGSY
13,Too Good At Goodbyes,Sam Smith,14,5,4,3VlbOrM6nYPprVvzBZllE5
14,Strip That Down,Liam Payne Featuring Quavo,12,10,20,4Ro98RCK90oHqqSZUnTFq5
15,Attention,Charlie Puth,11,5,24,4iLqG9SeJSnt0cSPICSjxv
16,Bank Account,21 Savage,15,12,13,2fQrGHiQOvpL9UgPvtYy6G
17,There's Nothing Holdin' Me Back,Shawn Mendes,16,6,24,7JJmb5XwzOO8jgpou264Ml
18,Slow Hands,Niall Horan,13,11,23,27vTihlWXiz9f9lJM3XGVU
19,What Lovers Do,Maroon 5 Featuring SZA,20,19,6,4nYsmWkuTaowTMy4gskmBw
20,Shape Of You,Ed Sheeran,19,1,39,7qiZfU4dY1lWllzX7mPBI3
21,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,18,2,16,45XhKYRRkyeqoW3teSOkCM
22,Humble.,Kendrick Lamar,28,1,27,7KXjTSCq5nL1LoYtL7XAwS
23,That's What I Like,Bruno Mars,22,1,38,0KKkJNfGyhkQ5aFogxQAPU
24,I Get The Bag,Gucci Mane Featuring Migos,23,22,7,1XRgIKC5TPwo7nWGyKqgG0
25,What About Us,P!nk,29,25,9,0Qh38w01QRXK6KHIv0e3hb
26,Praying,Kesha,24,22,13,79NlESqzFSW0hdBWgls4FX
27,Young Dumb & Broke,Khalid,25,25,12,5Z3GHaZ6ec9bsiI5BenrbY
28,What Ifs,Kane Brown Featuring Lauren Alaina,31,28,17,7zVCrzzEJU7u24sbJPXA5W
29,Havana,Camila Cabello Featuring Young Thug,44,29,8,1rfofaqEpACxVEHIZBJe6W
30,XO TOUR Llif3,Lil Uzi Vert,27,7,28,7GX5flRQZVHRAGd6B4TmDO
31,Body Like A Back Road,Sam Hunt,26,6,36,7mldq42yDuxiUNn08nvzHO
32,Something Just Like This,The Chainsmokers & Coldplay,30,3,33,1dNIEtp7AY3oDAKCGg2XkH
33,Love Galore,SZA Featuring Travis Scott,32,32,17,0q75NwOoFiARAVp4EXU4Bs
34,Perfect,Ed Sheeran,58,34,6,0tgVpDi06FyKpA1z0VMD4v
35,Congratulations,Post Malone Featuring Quavo,35,8,41,3a1lNhkSLSkpJE4MSHpDu9
36,Location,Khalid,33,16,39,152lZdxL1OR0ZMW6KquMif
37,Say You Won't Let Go,James Arthur,34,11,50,5uCax9HTNlzGybIStD3vDh
38,No Promises,Cheat Codes Featuring Demi Lovato,41,38,21,5lNuqFVMca4vPupY10cH0J
39,I Fall Apart,Post Malone,65,39,2,75ZvA4QfFiZvzhj2xkaWAh
40,When It Rains It Pours,Luke Combs,40,40,10,1mMLMZYXkMueg65jRRWG1l
41,Do Re Mi,Blackbear,46,41,17,3Q3myFA7q4Op95DOpHplaY
42,New Rules,Dua Lipa,48,42,10,2ekn2ttSfGqwhhate0LSR0
43,Small Town Boy,Dustin Lynch,37,36,18,2YMhrXQYKkm4kXLcXKKd5z
44,Loyalty.,Kendrick Lamar Featuring Rihanna,38,14,25,6SwRhMLwNqEi6alNPVG00n
45,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,45,45,15,15EPc80XuFrb2LmOzGjuRg
46,Gucci Gang,Lil Pump,52,46,4,43ZyHQITOjhciSUUNPVRHc
47,...Ready For It?,Taylor Swift,39,4,5,2yLa0QULdQr0qAIvVwN6B5
48,The Weekend,SZA,50,48,10,6gU9OKjOE7ghfEd55oRO57
49,Bad At Love,Halsey,57,49,5,7y9iMe8SOB6z3NoHE2OfXl
50,Redbone,Childish Gambino,43,12,44,3kxfsdsCpFgN412fpnW85Y
51,Unforgettable,Thomas Rhett,51,47,10,30MM5jWpUmOxtTNd9Ey5LZ
52,Butterfly Effect,Travis Scott,54,52,19,1yxgsra98r3qAtxqiGZPiX
53,Silence,Marshmello Featuring Khalid,55,42,8,7vGuf3Y35N4wmASOKLUVVU
54,Friends,Justin Bieber + BloodPop,36,20,7,7iNIg7XDEaYECfWD5dJ9Va
55,Glorious,Macklemore Featuring Skylar Grey,49,49,13,0CokSRCu5hZgPxcZBaEzVE
56,Roll In Peace,Kodak Black Featuring XXXTENTACION,61,53,7,40oKW22ZNNkEdZLJTScaQI
57,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,60,39,6,2eAZfqOm4EnOF9VvN50Tyc
58,The Race,Tay-K,59,44,9,3wGXyJGsCf1myH5MooQIqE
59,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,78,59,4,2Xqd0wUttjueBfdcltADOv
60,Transportin',Kodak Black,62,46,7,1WIZiOuNO3woKfdlSK2gNn
61,Heartache On The Dance Floor,Jon Pardi,56,47,14,0w3Q14i073jLoew1hgJkwD
62,Jocelyn Flores,XXXTentacion,64,31,6,7m9OqQk4RVRkw9JJdeAw96
63,All The Pretty Girls,Kenny Chesney,63,63,10,66pxmg3Jhjm09tHoWR1wVR
64,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",66,44,17,6H0AwSQ20mo62jGlPGB8S6
65,Greatest Love Story,LANCO,71,65,5,2yQZwi1P8AkkxxFhQ8rMEK
66,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",53,20,16,5bcTCxgc7xVfSaMV3RuVke
67,They Don't Know,Jason Aldean,73,67,10,3bzE57iNavJJxXL9GgBiOK
68,Hi Bich,Bhad Bhabie,-1,68,1,5JW8njiQorZ7m2VHYddTt6
69,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",75,69,4,4YkwUfWSIxdKNLDXw0caFO
70,Dusk Till Dawn,Zayn Featuring Sia,69,44,4,1j4kHkkpqZRBwE0A4CN4Yv
71,Every Little Thing,Carly Pearce,72,71,10,2wxfu24GQpEZQrjDJm5Ac1
72,Love So Soft,Kelly Clarkson,74,62,4,16QN8cBubEq706vNtPpOME
73,F**k Love,XXXTentacion Featuring Trippie Redd,68,41,6,
74,No Promises,A Boogie Wit da Hoodie,-1,74,1,2BJpuAoDeQ1QuPvnryfAWK
75,Say A',A Boogie Wit da Hoodie,-1,75,1,3AMnOVxEHUgVrythGgqPhI
76,Escapate Conmigo,Wisin Featuring Ozuna,76,63,17,1KSqYYJFyfTecXFk9M0prc
77,B.E.D.,Jacquees,77,69,9,21QaCM5SdwjGbAimqJUnmC
78,Relationship,Young Thug Featuring Future,87,78,7,25oOaleife6E2MIKmFkPvg
79,Sauce It Up,Lil Uzi Vert,79,49,6,1uL78kFWxhz3umTMWJu8n5
80,Light It Up,Luke Bryan,82,76,6,5w3NgfV8v1nNZFLUBlGHIL
81,More Girls Like You,Kip Moore,84,81,8,73WWkaWkIRSP3MYGZ14aY4
82,Fix A Drink,Chris Janson,81,81,6,0s6OWiWGuiCcm1Muzch5A8
83,I'll Name The Dogs,Blake Shelton,83,73,4,2n5ZD87XQ2yvIxGjoYbUmZ
84,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,-1,84,1,2vaMWMPMgsWX4fwJiKmdWm
85,I Could Use A Love Song,Maren Morris,86,85,7,09iyGiljLWRYXdRazFkdtJ
86,Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,-1,86,1,1AH60dMaEfNjzDoUIFwIQi
87,DNA,BTS,67,67,3,5SE57ljOIUJ1ybL9U6CuBH
88,It Ain't My Fault,Brothers Osborne,89,79,16,08wJ1B9yu9sPeoRa5fbpr3
89,Questions,Chris Brown,91,84,6,5XQMr19TL7Mfksq9zihbOu
90,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,-1,90,2,5Gu0PDLN4YJeW75PpBSg9p
91,Like I Loved You,Brett Young,95,91,2,3T6MAweakkNrMYs8jZIWtg
92,No Such Thing As A Broken Heart,Old Dominion,85,46,19,0OlS52TmtK2gPaEtdmr7DN
93,Do I Make You Wanna,Billy Currington,93,47,17,3I7krC8kr0gFR7P6vInR1I
94,Losing Sleep,Chris Young,94,94,2,6waqLPcT6ruMhmd36OhmFO
95,Go Flex,Post Malone,100,94,3,5yuShbu70mtHXY0yLzCQLQ
96,Sky Walker,Miguel Featuring Travis Scott,-1,96,2,5WoaF1B5XIEnWfmb5NZikf
97,Plain Jane,A$AP Ferg,98,97,2,4dVpf9jZjcORqGTLUaeYj9
98,Smooth,Florida Georgia Line,-1,98,1,31x4wWBghN7f5PiEZUmcAW
99,Round Here Buzz,Eric Church,97,97,2,52ioLaTnO2J7BWY8UN2n9D
100,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,90,51,13,6yMxfx9wpiuhhdb8vHDVMu
