pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Rockstar,Post Malone Featuring 21 Savage,1,1,5,1OmcAT5Y8eg5bUPv9qJT4R
2,Bodak Yellow (Money Moves),Cardi B,2,1,16,2771LMNxwf62FTAdpJMQfM
3,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,3,25,5tz69p7tJuGPeMGwNTxYuV
4,Feel It Still,Portugal. The Man,5,4,18,6QgjcU0zLnzq5OrUoSZ3OK
5,Thunder,Imagine Dragons,8,5,25,5VnDkUNyX6u5Sk0yZiP8XB
6,Mi Gente,J Balvin & Willy William Featuring Beyonce,6,3,16,4ipnJyDU3Lq15qBAYNqlqK
7,Sorry Not Sorry,Demi Lovato,9,7,15,3Du2K5dLzmduCNp6uwuaL0
8,Too Good At Goodbyes,Sam Smith,7,5,6,3VlbOrM6nYPprVvzBZllE5
9,Unforgettable,French Montana Featuring Swae Lee,10,3,28,3B54sVLJ402zGa6Xm4YGNe
10,Look What You Made Me Do,Taylor Swift,4,1,9,1P17dC1amhFzptugyAO7Il
11,I Get The Bag,Gucci Mane Featuring Migos,24,11,9,1XRgIKC5TPwo7nWGyKqgG0
12,Attention,Charlie Puth,12,5,26,4iLqG9SeJSnt0cSPICSjxv
13,What About Us,P!nk,23,13,11,0Qh38w01QRXK6KHIv0e3hb
14,Believer,Imagine Dragons,13,4,37,1NtIMM4N0cFa1dNzN15chl
15,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,11,1,40,6rPO02ozF3bM7NnOV4h6s2
16,Bank Account,21 Savage,14,12,15,2fQrGHiQOvpL9UgPvtYy6G
17,Rake It Up,Yo Gotti Featuring Nicki Minaj,15,8,16,4knL4iPxPOZjQzTUlELGSY
18,Perfect,Ed Sheeran,22,18,8,0tgVpDi06FyKpA1z0VMD4v
19,What Lovers Do,Maroon 5 Featuring SZA,17,17,8,4nYsmWkuTaowTMy4gskmBw
