pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Perfect,Ed Sheeran,1,1,18,0tgVpDi06FyKpA1z0VMD4v
2,Rockstar,Post Malone Featuring 21 Savage,2,1,15,1OmcAT5Y8eg5bUPv9qJT4R
3,Havana,Camila Cabello Featuring Young Thug,3,2,20,1rfofaqEpACxVEHIZBJe6W
4,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5,4,16,2Xqd0wUttjueBfdcltADOv
5,Thunder,Imagine Dragons,6,4,35,5VnDkUNyX6u5Sk0yZiP8XB
6,Gucci Gang,Lil Pump,4,3,16,43ZyHQITOjhciSUUNPVRHc
7,MotorSport,"Migos, Nicki Minaj & Cardi B",7,6,9,1YZfcVLbbJwfizR5cDOp3q
8,Too Good At Goodbyes,Sam Smith,8,4,16,3VlbOrM6nYPprVvzBZllE5
9,Bad At Love,Halsey,10,8,17,7y9iMe8SOB6z3NoHE2OfXl
10,Bodak Yellow (Money Moves),Cardi B,12,1,26,2771LMNxwf62FTAdpJMQfM
11,Love.,Kendrick Lamar Featuring Zacari,22,11,27,6PGoSes0D9eUDeeAafB2As
12,New Rules,Dua Lipa,13,12,22,2ekn2ttSfGqwhhate0LSR0
13,All I Want For Christmas Is You,Mariah Carey,9,9,24,0bYg9bo50gSsH3LtXe2SQn
14,Bartier Cardi,Cardi B Featuring 21 Savage,-1,14,1,75FDPwaULRdYDn4StFN2rT
15,Gummo,6ix9ine,14,12,7,2vjmyyAnDUzilFYxOlTdO1
16,I Fall Apart,Post Malone,16,16,14,75ZvA4QfFiZvzhj2xkaWAh
17,Let You Down,NF,18,16,11,52okn5MNA47tk87PeZJLEL
18,Young Dumb & Broke,Khalid,33,18,24,5Z3GHaZ6ec9bsiI5BenrbY
19,Shape Of You,Ed Sheeran,24,1,51,7qiZfU4dY1lWllzX7mPBI3
20,Sorry Not Sorry,Demi Lovato,21,6,25,3Du2K5dLzmduCNp6uwuaL0
21,What Lovers Do,Maroon 5 Featuring SZA,17,9,18,4nYsmWkuTaowTMy4gskmBw
22,I Get The Bag,Gucci Mane Featuring Migos,19,11,19,1XRgIKC5TPwo7nWGyKqgG0
23,Feel It Still,Portugal. The Man,20,4,28,6QgjcU0zLnzq5OrUoSZ3OK
24,Him & I,G-Eazy & Halsey,15,15,4,3YU6vJbjYUG0tiJyXf9x5V
25,Believer,Imagine Dragons,40,4,47,1NtIMM4N0cFa1dNzN15chl
26,Meant To Be,Bebe Rexha & Florida Georgia Line,28,26,10,7iDa6hUg2VgEL1o1HjmfBn
27,How Long,Charlie Puth,31,26,12,32DGGj6KlNuBr6WaqRxpxi
28,Bank Account,21 Savage,35,12,25,2fQrGHiQOvpL9UgPvtYy6G
29,Wolves,Selena Gomez X Marshmello,23,20,10,0tBbt8CrmxbjRP0pueQkyU
30,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,36,1,50,6rPO02ozF3bM7NnOV4h6s2
31,Plain Jane,A$AP Ferg,26,26,14,4dVpf9jZjcORqGTLUaeYj9
32,Mi Gente,J Balvin & Willy William Featuring Beyonce,25,3,26,4ipnJyDU3Lq15qBAYNqlqK
33,The Weekend,SZA,29,29,22,6gU9OKjOE7ghfEd55oRO57
34,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,34,3,35,5tz69p7tJuGPeMGwNTxYuV
35,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,27,24,18,2eAZfqOm4EnOF9VvN50Tyc
36,Rockin' Around The Christmas Tree,Brenda Lee,30,14,22,28fuXrmmF9dYWx25dMW9dP
37,That's What I Like,Bruno Mars,48,1,50,0KKkJNfGyhkQ5aFogxQAPU
38,It's The Most Wonderful Time Of The Year,Andy Williams,32,32,5,5hslUAKq9I9CG2bAulFkHN
39,Attention,Charlie Puth,44,5,36,4iLqG9SeJSnt0cSPICSjxv
40,End Game,Taylor Swift Featuring Ed Sheeran & Future,42,39,6,2x0WlnmfG39ZuDmstl9xfX
41,Sky Walker,Miguel Featuring Travis Scott,41,35,14,5WoaF1B5XIEnWfmb5NZikf
42,The Christmas Song (Merry Christmas To You),Nat King Cole,37,37,12,1l2CvcIAL1MtPbtZhh0Z77
43,River,Eminem Featuring Ed Sheeran,11,11,2,1cS0TgbR263ey9jn0MwD2s
44,Silence,Marshmello Featuring Khalid,39,30,20,7vGuf3Y35N4wmASOKLUVVU
45,Marry Me,Thomas Rhett,63,45,4,0OWZFobGSIW9GrSlQ9C5pc
46,A Holly Jolly Christmas,Burl Ives,38,38,5,33BcB8XVwJU4qB7bDSkVya
47,Unforgettable,French Montana Featuring Swae Lee,47,3,38,3B54sVLJ402zGa6Xm4YGNe
48,What About Us,P!nk,62,13,21,0Qh38w01QRXK6KHIv0e3hb
49,Lemon,N*E*R*D & Rihanna,46,46,8,2LKlHBPHxLG5ArAXfF148n
50,Candy Paint,Post Malone,58,50,10,42CeaId2XNlxugDvyqHfDf
51,Roll In Peace,Kodak Black Featuring XXXTENTACION,51,51,19,40oKW22ZNNkEdZLJTScaQI
52,La Modelo,Ozuna x Cardi B,-1,52,1,2m2ZGfJcs3lHWNPzhWH3XH
53,Ric Flair Drip,Offset & Metro Boomin,45,44,9,7sO5G9EABYOXQKNPNiE9NR
54,Lights Down Low,MAX Featuring gnash,57,54,12,5A6BJLZArq1MPjsnmcuk5f
55,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,52,52,14,5Gu0PDLN4YJeW75PpBSg9p
56,Like I Loved You,Brett Young,56,54,14,3T6MAweakkNrMYs8jZIWtg
57,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",53,46,16,4YkwUfWSIxdKNLDXw0caFO
58,Greatest Love Story,LANCO,60,45,17,2yQZwi1P8AkkxxFhQ8rMEK
59,Rubbin Off The Paint,YBN Nahmir,55,46,8,0taOCiup4HNG9LmbduVlJj
60,Good Old Days,Macklemore Featuring Kesha,61,60,10,2Za1AlJNvksouPPWbXpR2X
61,...Ready For It?,Taylor Swift,59,4,17,2yLa0QULdQr0qAIvVwN6B5
62,Yours,Russell Dickerson,66,62,11,6RSNKGdv3nDTHqgw4bdzyF
63,I'll Name The Dogs,Blake Shelton,65,58,16,2n5ZD87XQ2yvIxGjoYbUmZ
64,The Race,Tay-K,68,44,20,3wGXyJGsCf1myH5MooQIqE
65,Eye 2 Eye,Huncho Jack Featuring Takeoff,-1,65,1,4vwfOiyWxXeEdx4ejAJgdx
66,Look What You Made Me Do,Taylor Swift,76,1,19,1P17dC1amhFzptugyAO7Il
67,Kooda,6ix9ine,54,50,4,5NT0aZqWImC9fTzkW4z48o
68,Modern Slavery,Huncho Jack,-1,68,1,7J6bnDDitOwfelaJNixHhL
69,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,-1,69,1,7ER7vcy7u2ajg5IV45WBFw
70,Codeine Dreaming,Kodak Black Featuring Lil Wayne,64,52,5,4DTpngLjoHj5gFxEZFeD3J
71,Black & Chinese,Huncho Jack,-1,71,1,628Ueb4sRiXApObhcU9iPU
72,Round Here Buzz,Eric Church,70,68,14,52ioLaTnO2J7BWY8UN2n9D
73,Light It Up,Luke Bryan,72,57,18,5w3NgfV8v1nNZFLUBlGHIL
74,Echame La Culpa,Luis Fonsi & Demi Lovato,75,47,6,2hl6q70unbviGo3g1R7uFx
75,Betrayed,Lil Xan,77,67,7,6NWl2m8asvH83xjuXVNsuG
76,Losing Sleep,Chris Young,78,63,14,6waqLPcT6ruMhmd36OhmFO
77,No Smoke,YoungBoy Never Broke Again,80,77,4,57IRaiAB4hBZu3gnNVZC0v
78,Tell Me You Love Me,Demi Lovato,73,53,5,2dIPe4XdBLUsTZGqPIuKXb
79,You Broke Up With Me,Walker Hayes,83,79,10,6UsoV6X96Rox9mfxoz7SFy
80,Ice Tray,Quavo & Lil Yachty,82,80,2,3wdfLVUhmX64lIyWIIEW8s
81,I Could Use A Love Song,Maren Morris,81,75,19,09iyGiljLWRYXdRazFkdtJ
82,MIC Drop,BTS Featuring Desiigner,79,28,5,7Ed6BkggCS2KaKY5YlINaF
83,Dubai Shit,Huncho Jack Featuring Offset,-1,83,1,6urLjX35oXXRYtcH1b3dCh
84,My Dawg,Lil Baby,71,71,3,49K3jbwZmZKaDGTfjpIVg0
85,Pick It Up,Famous Dex Featuring A$AP Rocky,74,73,7,3ncgNpxLoBQ65ABk4djDyd
86,Written In The Sand,Old Dominion,89,86,6,2A69wys3S9uiPSmn6UZWJn
87,Huncho Jack,Huncho Jack,-1,87,1,5vuiHi3QYbwcm1OKJOYnrf
