pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",-1,1,1,1jYiIOC5d6soxkJP81fxq2
2,That's What I Like,Bruno Mars,1,1,16,0KKkJNfGyhkQ5aFogxQAPU
3,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,4,3,16,6rPO02ozF3bM7NnOV4h6s2
4,Humble.,Kendrick Lamar,3,1,5,7KXjTSCq5nL1LoYtL7XAwS
5,Shape Of You,Ed Sheeran,2,1,17,7qiZfU4dY1lWllzX7mPBI3
6,Something Just Like This,The Chainsmokers & Coldplay,6,3,11,1dNIEtp7AY3oDAKCGg2XkH
7,Mask Off,Future,5,5,11,0VgkVdmE4gld66l8iyGjgx
8,iSpy,KYLE Featuring Lil Yachty,8,4,19,2EEeOnHehOozLq4aS0n6SL
9,XO TOUR Llif3,Lil Uzi Vert,9,8,6,7GX5flRQZVHRAGd6B4TmDO
10,It Ain't Me,Kygo x Selena Gomez,10,10,12,12GEpg2XOPyqk03JZEZnJs
11,Stay,Zedd & Alessia Cara,11,7,10,6uBhi9gBXWjanegOb2Phh0
12,DNA.,Kendrick Lamar,7,4,3,6HZILIRieu8S0iqY8kIKhj
13,Say You Won't Let Go,James Arthur,13,13,28,5uCax9HTNlzGybIStD3vDh
14,Issues,Julia Michaels,14,12,15,7vu0JkJh0ldukEYbTVcqd0
15,Body Like A Back Road,Sam Hunt,12,6,14,7mldq42yDuxiUNn08nvzHO
16,Congratulations,Post Malone Featuring Quavo,15,15,19,3a1lNhkSLSkpJE4MSHpDu9
17,Location,Khalid,16,16,17,152lZdxL1OR0ZMW6KquMif
18,Passionfruit,Drake,18,8,7,5mCPDVBb16L4XQwDdbRUpz
19,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,17,9,22,5knuzwU65gJK7IF5yJsuaW
20,Believer,Imagine Dragons,37,20,13,1NtIMM4N0cFa1dNzN15chl
21,Tunnel Vision,Kodak Black,20,6,11,4Q3N4Ct4zCuIHuZ65E3BD4
22,Bad And Boujee,Migos Featuring Lil Uzi Vert,22,1,25,4Km5HrUvYTaSUfiSGPJeQR
