pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Look What You Made Me Do,Taylor Swift,1,1,4,1P17dC1amhFzptugyAO7Il
2,Bodak Yellow (Money Moves),Cardi B,2,2,11,2771LMNxwf62FTAdpJMQfM
3,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,5,3,20,5tz69p7tJuGPeMGwNTxYuV
4,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,3,1,35,6rPO02ozF3bM7NnOV4h6s2
5,Too Good At Goodbyes,Sam Smith,-1,5,1,3VlbOrM6nYPprVvzBZllE5
6,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,6,2,13,45XhKYRRkyeqoW3teSOkCM
7,Unforgettable,French Montana Featuring Swae Lee,9,3,23,3B54sVLJ402zGa6Xm4YGNe
8,Attention,Charlie Puth,7,5,21,4iLqG9SeJSnt0cSPICSjxv
9,Believer,Imagine Dragons,8,4,32,1NtIMM4N0cFa1dNzN15chl
10,There's Nothing Holdin' Me Back,Shawn Mendes,10,6,21,7JJmb5XwzOO8jgpou264Ml
11,Slow Hands,Niall Horan,15,11,20,27vTihlWXiz9f9lJM3XGVU
12,Strip That Down,Liam Payne Featuring Quavo,14,10,17,4Ro98RCK90oHqqSZUnTFq5
13,Sorry Not Sorry,Demi Lovato,13,13,10,3Du2K5dLzmduCNp6uwuaL0
14,Feel It Still,Portugal. The Man,18,14,13,6QgjcU0zLnzq5OrUoSZ3OK
15,Bank Account,21 Savage,12,12,10,2fQrGHiQOvpL9UgPvtYy6G
16,Rake It Up,Yo Gotti Featuring Nicki Minaj,11,10,11,4knL4iPxPOZjQzTUlELGSY
17,Shape Of You, Ed Sheeran,16,1,36,7qiZfU4dY1lWllzX7mPBI3
18,That's What I Like,Bruno Mars,17,1,35,0KKkJNfGyhkQ5aFogxQAPU
19,Mi Gente,J Balvin & Willy William Featuring Beyonce,22,19,11,4ipnJyDU3Lq15qBAYNqlqK
20,XO TOUR Llif3,Lil Uzi Vert,19,7,25,7GX5flRQZVHRAGd6B4TmDO
21,...Ready For It?,Taylor Swift,4,4,2,2yLa0QULdQr0qAIvVwN6B5
22,Body Like A Back Road,Sam Hunt,20,6,33,7mldq42yDuxiUNn08nvzHO
23,Humble.,Kendrick Lamar,21,1,24,7KXjTSCq5nL1LoYtL7XAwS
24,I Get The Bag,Gucci Mane Featuring Migos,31,24,4,1XRgIKC5TPwo7nWGyKqgG0
25,Praying,Kesha,26,22,10,79NlESqzFSW0hdBWgls4FX
26,Young Dumb & Broke,Khalid,33,26,9,5Z3GHaZ6ec9bsiI5BenrbY
27,Something Just Like This,The Chainsmokers & Coldplay,25,3,30,1dNIEtp7AY3oDAKCGg2XkH
28,Location,Khalid,30,16,36,152lZdxL1OR0ZMW6KquMif
29,What Lovers Do,Maroon 5 Featuring SZA,27,27,3,4nYsmWkuTaowTMy4gskmBw
30,What About Us,P!nk,32,28,6,0Qh38w01QRXK6KHIv0e3hb
31,Redbone,Childish Gambino,28,12,41,3kxfsdsCpFgN412fpnW85Y
32,What Ifs,Kane Brown Featuring Lauren Alaina,40,32,14,7zVCrzzEJU7u24sbJPXA5W
33,Congratulations,Post Malone Featuring Quavo,24,8,38,3a1lNhkSLSkpJE4MSHpDu9
34,Friends,Justin Bieber + BloodPop,35,20,4,7iNIg7XDEaYECfWD5dJ9Va
