pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Look What You Made Me Do,Taylor Swift,77,1,2,1P17dC1amhFzptugyAO7Il
2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,33,6rPO02ozF3bM7NnOV4h6s2
3,Bodak Yellow (Money Moves),Cardi B,3,3,9,2771LMNxwf62FTAdpJMQfM
4,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,11,45XhKYRRkyeqoW3teSOkCM
5,Attention,Charlie Puth,5,5,19,4iLqG9SeJSnt0cSPICSjxv
6,Believer,Imagine Dragons,4,4,30,1NtIMM4N0cFa1dNzN15chl
7,Unforgettable,French Montana Featuring Swae Lee,6,3,21,3B54sVLJ402zGa6Xm4YGNe
8,There's Nothing Holdin' Me Back,Shawn Mendes,7,6,19,7JJmb5XwzOO8jgpou264Ml
9,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,29,9,18,5tz69p7tJuGPeMGwNTxYuV
10,Strip That Down,Liam Payne Featuring Quavo,11,10,15,4Ro98RCK90oHqqSZUnTFq5
11,Shape Of You,Ed Sheeran,9,1,34,7qiZfU4dY1lWllzX7mPBI3
12,Bank Account,21 Savage,12,12,8,2fQrGHiQOvpL9UgPvtYy6G
13,Rake It Up,Yo Gotti Featuring Nicki Minaj,10,10,9,4knL4iPxPOZjQzTUlELGSY
14,Humble.,Kendrick Lamar,19,1,22,7KXjTSCq5nL1LoYtL7XAwS
15,Slow Hands,Niall Horan,14,14,18,27vTihlWXiz9f9lJM3XGVU
16,XO TOUR Llif3,Lil Uzi Vert,25,7,23,7GX5flRQZVHRAGd6B4TmDO
17,That's What I Like,Bruno Mars,8,1,33,0KKkJNfGyhkQ5aFogxQAPU
18,Sorry Not Sorry,Demi Lovato,18,18,8,3Du2K5dLzmduCNp6uwuaL0
19,Body Like A Back Road,Sam Hunt,13,6,31,7mldq42yDuxiUNn08nvzHO
20,Feel It Still,Portugal. The Man,23,20,11,6QgjcU0zLnzq5OrUoSZ3OK
21,Congratulations,Post Malone Featuring Quavo,15,8,36,3a1lNhkSLSkpJE4MSHpDu9
22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",22,20,11,5bcTCxgc7xVfSaMV3RuVke
23,Mi Gente,J Balvin & Willy William Featuring Beyonce,24,21,9,4ipnJyDU3Lq15qBAYNqlqK
24,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",16,1,18,1jYiIOC5d6soxkJP81fxq2
25,Redbone,Childish Gambino,17,12,39,3kxfsdsCpFgN412fpnW85Y
26,Something Just Like This,The Chainsmokers & Coldplay,21,3,28,1dNIEtp7AY3oDAKCGg2XkH
27,Praying,Kesha,28,22,8,79NlESqzFSW0hdBWgls4FX
28,What About Us,P!nk ,35,28,4,0Qh38w01QRXK6KHIv0e3hb
29,Location,Khalid,26,16,34,152lZdxL1OR0ZMW6KquMif
30,Stay,Zedd & Alessia Cara,27,7,27,6uBhi9gBXWjanegOb2Phh0
31,Jocelyn Flores,XXXTentacion,-1,31,1,7m9OqQk4RVRkw9JJdeAw96
32,Young Dumb & Broke,Khalid,41,32,7,5Z3GHaZ6ec9bsiI5BenrbY
33,Friends,Justin Bieber + BloodPop,20,20,2,7iNIg7XDEaYECfWD5dJ9Va
34,Say You Won't Let Go,James Arthur,31,11,45,5uCax9HTNlzGybIStD3vDh
35,Loyalty.,Kendrick Lamar Featuring Rihanna,32,14,20,6SwRhMLwNqEi6alNPVG00n
36,Love Galore,SZA Featuring Travis Scott,33,33,12,0q75NwOoFiARAVp4EXU4Bs
37,Mask Off,Future,30,5,28,0VgkVdmE4gld66l8iyGjgx
38,Small Town Boy,Dustin Lynch,36,36,13,2YMhrXQYKkm4kXLcXKKd5z
39,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,-1,39,1,2eAZfqOm4EnOF9VvN50Tyc
40,What Ifs,Kane Brown Featuring Lauren Alaina,38,38,12,7zVCrzzEJU7u24sbJPXA5W
41,F**k Love,XXXTentacion Featuring Trippie Redd,-1,41,1,
42,I Get The Bag,Gucci Mane Featuring Migos,34,34,2,1XRgIKC5TPwo7nWGyKqgG0
43,No Promises,Cheat Codes Featuring Demi Lovato,39,39,16,5lNuqFVMca4vPupY10cH0J
44,It Ain't Me,Kygo x Selena Gomez,37,10,29,12GEpg2XOPyqk03JZEZnJs
