pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Rockstar,Post Malone Featuring 21 Savage,2,1,4,1OmcAT5Y8eg5bUPv9qJT4R
2,Bodak Yellow (Money Moves),Cardi B,1,1,15,2771LMNxwf62FTAdpJMQfM
3,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,4,3,24,5tz69p7tJuGPeMGwNTxYuV
4,Look What You Made Me Do,Taylor Swift,5,1,8,1P17dC1amhFzptugyAO7Il
5,Feel It Still,Portugal. The Man,6,5,17,6QgjcU0zLnzq5OrUoSZ3OK
6,Mi Gente,J Balvin & Willy William Featuring Beyonce,3,3,15,4ipnJyDU3Lq15qBAYNqlqK
7,Too Good At Goodbyes,Sam Smith,13,5,5,3VlbOrM6nYPprVvzBZllE5
8,Thunder,Imagine Dragons,7,7,24,5VnDkUNyX6u5Sk0yZiP8XB
9,Sorry Not Sorry,Demi Lovato,8,8,14,3Du2K5dLzmduCNp6uwuaL0
10,Unforgettable,French Montana Featuring Swae Lee,10,3,27,3B54sVLJ402zGa6Xm4YGNe
11,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,9,1,39,6rPO02ozF3bM7NnOV4h6s2
12,Attention,Charlie Puth,15,5,25,4iLqG9SeJSnt0cSPICSjxv
13,Believer,Imagine Dragons,11,4,36,1NtIMM4N0cFa1dNzN15chl
14,Bank Account,21 Savage,16,12,14,2fQrGHiQOvpL9UgPvtYy6G
15,Rake It Up,Yo Gotti Featuring Nicki Minaj,12,8,15,4knL4iPxPOZjQzTUlELGSY
16,Strip That Down,Liam Payne Featuring Quavo,14,10,21,4Ro98RCK90oHqqSZUnTFq5
17,What Lovers Do,Maroon 5 Featuring SZA,19,17,7,4nYsmWkuTaowTMy4gskmBw
18,Shape Of You,Ed Sheeran,20,1,40,7qiZfU4dY1lWllzX7mPBI3
19,There's Nothing Holdin' Me Back,Shawn Mendes,17,6,25,7JJmb5XwzOO8jgpou264Ml
20,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,-1,20,1,3dskm5fAe8OkBtM9E0VVWx
