pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,31,6rPO02ozF3bM7NnOV4h6s2
2,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,9,45XhKYRRkyeqoW3teSOkCM
3,Bodak Yellow (Money Moves),Cardi B,8,3,7,2771LMNxwf62FTAdpJMQfM
4,Unforgettable,French Montana Featuring Swae Lee,3,3,19,3B54sVLJ402zGa6Xm4YGNe
5,Believer,Imagine Dragons,4,4,28,1NtIMM4N0cFa1dNzN15chl
6,Attention,Charlie Puth,5,5,17,4iLqG9SeJSnt0cSPICSjxv
7,There's Nothing Holdin' Me Back,Shawn Mendes,6,6,17,7JJmb5XwzOO8jgpou264Ml
8,That's What I Like,Bruno Mars,7,1,31,0KKkJNfGyhkQ5aFogxQAPU
9,Shape Of You,Ed Sheeran,9,1,32,7qiZfU4dY1lWllzX7mPBI3
10,Body Like A Back Road,Sam Hunt,11,6,29,7mldq42yDuxiUNn08nvzHO
11,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",10,1,16,1jYiIOC5d6soxkJP81fxq2
12,Bank Account,21 Savage,12,12,6,2fQrGHiQOvpL9UgPvtYy6G
13,Strip That Down,Liam Payne Featuring Quavo,15,13,13,4Ro98RCK90oHqqSZUnTFq5
14,Congratulations,Post Malone Featuring Quavo,14,8,34,3a1lNhkSLSkpJE4MSHpDu9
15,Slow Hands,Niall Horan,17,15,16,27vTihlWXiz9f9lJM3XGVU
16,Redbone,Childish Gambino,13,12,37,3kxfsdsCpFgN412fpnW85Y
17,Humble.,Kendrick Lamar,16,1,20,7KXjTSCq5nL1LoYtL7XAwS
18,XO TOUR Llif3,Lil Uzi Vert,18,7,21,7GX5flRQZVHRAGd6B4TmDO
19,Something Just Like This,The Chainsmokers & Coldplay,19,3,26,1dNIEtp7AY3oDAKCGg2XkH
20,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",21,20,9,5bcTCxgc7xVfSaMV3RuVke
21,Mi Gente,J Balvin & Willy William Featuring Beyonce,23,21,7,4ipnJyDU3Lq15qBAYNqlqK
22,Praying,Kesha,24,22,6,79NlESqzFSW0hdBWgls4FX
23,Stay,Zedd & Alessia Cara,20,7,25,6uBhi9gBXWjanegOb2Phh0
24,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,22,7,4knL4iPxPOZjQzTUlELGSY
25,Sorry Not Sorry,Demi Lovato,28,23,6,3Du2K5dLzmduCNp6uwuaL0
26,Feel It Still,Portugal. The Man,30,26,9,6QgjcU0zLnzq5OrUoSZ3OK
27,Location,Khalid,29,16,32,152lZdxL1OR0ZMW6KquMif
28,Mask Off,Future,25,5,26,0VgkVdmE4gld66l8iyGjgx
29,What About Us,P!nk,82,29,2,0Qh38w01QRXK6KHIv0e3hb
30,Say You Won't Let Go,James Arthur,27,11,43,5uCax9HTNlzGybIStD3vDh
31,Loyalty.,Kendrick Lamar Featuring Rihanna,32,14,18,6SwRhMLwNqEi6alNPVG00n
32,Now Or Never,Halsey,26,17,19,7i2DJ88J7jQ8K7zqFX2fW8
33,Versace On The Floor,Bruno Mars,43,33,10,0kN8xEmgMW9mh7UmDYHlJP
34,It Ain't Me,Kygo x Selena Gomez,31,10,27,12GEpg2XOPyqk03JZEZnJs
35,Love Galore,SZA Featuring Travis Scott,35,35,10,0q75NwOoFiARAVp4EXU4Bs
36,Magnolia,Playboi Carti,34,29,16,1e1JKLEDKP7hEQzJfNAgPl
37,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,50,37,16,5tz69p7tJuGPeMGwNTxYuV
38,Small Town Boy,Dustin Lynch,38,38,11,2YMhrXQYKkm4kXLcXKKd5z
39,Castle On The Hill,Ed Sheeran,33,6,32,6PCUP3dWmTjcTtXY02oFdT
40,Everyday We Lit,YFN Lucci Featuring PnB Rock,36,33,19,4PzovBqgnSHKd8opsP7IVM
41,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,39,38,20,1f5cbQtDrykjarZVrShaDI
42,Silence,Marshmello Featuring Khalid,-1,42,1,7vGuf3Y35N4wmASOKLUVVU
43,No Promises,Cheat Codes Featuring Demi Lovato,42,42,14,5lNuqFVMca4vPupY10cH0J
44,What Ifs,Kane Brown Featuring Lauren Alaina,40,40,10,7zVCrzzEJU7u24sbJPXA5W
45,In Case You Didn't Know,Brett Young,41,19,28,10M2Ex445zw585Ducldzkw
46,Slippery,Migos Featuring Gucci Mane,37,29,21,6p8NuHm8uCGnn2Dtbtf7zE
47,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",46,46,10,6H0AwSQ20mo62jGlPGB8S6
48,Fetish,Selena Gomez Featuring Gucci Mane,47,27,6,4lnAN2S1fcI0SjxEbksZVr
49,Young Dumb & Broke,Khalid,49,49,5,5Z3GHaZ6ec9bsiI5BenrbY
50,No Such Thing As A Broken Heart,Old Dominion,51,50,12,0OlS52TmtK2gPaEtdmr7DN
51,Drinkin' Problem,Midland,48,48,15,1vBpwxsLVwaR4evBIaFmqD
52,The Race,Tay-K,70,52,2,3wGXyJGsCf1myH5MooQIqE
53,Felices Los 4,Maluma,61,48,14,0qYTZCo5Bwh1nsUFGZP3zn
54,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,58,54,8,15EPc80XuFrb2LmOzGjuRg
55,Heartache On The Dance Floor,Jon Pardi,54,54,7,0w3Q14i073jLoew1hgJkwD
56,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,62,40,4,7F9vK8hNFMml4GtHsaXui6
57,Thunder,Imagine Dragons,53,53,16,5VnDkUNyX6u5Sk0yZiP8XB
58,Butterfly Effect,Travis Scott,55,55,12,1yxgsra98r3qAtxqiGZPiX
59,Somebody Else Will,Justin Moore,64,59,11,3n2A6l4UayVe3GGKCvfQWV
60,Craving You,Thomas Rhett Featuring Maren Morris,63,39,20,2d48mamATjby7wgPjdrSOQ
61,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,57,51,6,6yMxfx9wpiuhhdb8vHDVMu
62,Do I Make You Wanna,Billy Currington,52,47,10,3I7krC8kr0gFR7P6vInR1I
63,Do Re Mi,Blackbear,67,63,10,3Q3myFA7q4Op95DOpHplaY
64,2U,David Guetta Featuring Justin Bieber,45,16,10,762UXiwEHYY97VL45sAUPR
65,You Look Good,Lady Antebellum,69,59,19,1dFLowBW25EaL2OC7eKEa2
66,DNA.,Kendrick Lamar,59,4,18,6HZILIRieu8S0iqY8kIKhj
67,Most Girls,Hailee Steinfeld,60,58,13,10GJQkjRJcZhGTLagFOC62
68,When It Rains It Pours,Luke Combs,80,68,3,1mMLMZYXkMueg65jRRWG1l
69,Escapate Conmigo,Wisin Featuring Ozuna,68,68,10,1KSqYYJFyfTecXFk9M0prc
70,Love.,Kendrick Lamar Featuring Zacari,72,18,18,6PGoSes0D9eUDeeAafB2As
71,Glorious,Macklemore Featuring Skylar Grey,71,71,6,0CokSRCu5hZgPxcZBaEzVE
72,My Girl,Dylan Scott,66,39,17,3izNaTiYdotdPL0Bs76JqO
73,Unforgettable,Thomas Rhett,86,68,3,30MM5jWpUmOxtTNd9Ey5LZ
74,Flatliner,Cole Swindell,56,56,17,0WyFpxYlBCgH1gMXd26OOr
75,The Weekend,SZA,75,75,3,6gU9OKjOE7ghfEd55oRO57
76,Reminder,The Weeknd,65,31,15,37F0uwRSrdzkBiuj0D5UHI
77,Honest,The Chainsmokers,77,77,3,6KjbNLbRjuoa8rEq5yNA6H
78,Malibu,Miley Cyrus,73,10,15,2habSXqcJGExM6JJyskY7O
