pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,18,6rPO02ozF3bM7NnOV4h6s2
2,That's What I Like,Bruno Mars,2,1,18,0KKkJNfGyhkQ5aFogxQAPU
3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,1,3,1jYiIOC5d6soxkJP81fxq2
4,Shape Of You,Ed Sheeran,4,1,19,7qiZfU4dY1lWllzX7mPBI3
5,Humble.,Kendrick Lamar,5,1,7,7KXjTSCq5nL1LoYtL7XAwS
6,Something Just Like This,The Chainsmokers & Coldplay,7,3,13,1dNIEtp7AY3oDAKCGg2XkH
7,Mask Off,Future,6,5,13,0VgkVdmE4gld66l8iyGjgx
8,XO TOUR Llif3,Lil Uzi Vert,8,8,8,7GX5flRQZVHRAGd6B4TmDO
9,Stay,Zedd & Alessia Cara,9,7,12,6uBhi9gBXWjanegOb2Phh0
10,Malibu,Miley Cyrus,64,10,2,2habSXqcJGExM6JJyskY7O
11,Say You Won't Let Go,James Arthur,13,11,30,5uCax9HTNlzGybIStD3vDh
12,It Ain't Me,Kygo x Selena Gomez,11,10,14,12GEpg2XOPyqk03JZEZnJs
13,Congratulations,Post Malone Featuring Quavo,12,12,21,3a1lNhkSLSkpJE4MSHpDu9
14,Issues,Julia Michaels,14,12,17,7vu0JkJh0ldukEYbTVcqd0
15,iSpy,KYLE Featuring Lil Yachty,10,4,21,2EEeOnHehOozLq4aS0n6SL
16,Body Like A Back Road,Sam Hunt,15,6,16,7mldq42yDuxiUNn08nvzHO
17,Sign Of The Times,Harry Styles,18,4,6,5Ohxk2dO5COHF1krpoPigN
18,DNA.,Kendrick Lamar,16,4,5,6HZILIRieu8S0iqY8kIKhj
19,Location,Khalid,17,16,19,152lZdxL1OR0ZMW6KquMif
20,Believer,Imagine Dragons,20,20,15,1NtIMM4N0cFa1dNzN15chl
21,Passionfruit,Drake,19,8,9,5mCPDVBb16L4XQwDdbRUpz
22,Bad And Boujee,Migos Featuring Lil Uzi Vert,21,1,27,4Km5HrUvYTaSUfiSGPJeQR
23,In Case You Didn't Know,Brett Young,24,23,15,10M2Ex445zw585Ducldzkw
24,Unforgettable,French Montana Featuring Swae Lee,29,24,6,3B54sVLJ402zGa6Xm4YGNe
25,Slide,Calvin Harris Featuring Frank Ocean & Migos,28,25,12,6gpcs5eMhJwax4mIfKDYQk
26,Tunnel Vision,Kodak Black,23,6,13,4Q3N4Ct4zCuIHuZ65E3BD4
27,Closer,The Chainsmokers Featuring Halsey,25,1,42,7BKLCZ1jbUBVqRi2FVlTVw
