pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,21,6rPO02ozF3bM7NnOV4h6s2
2,That's What I Like,Bruno Mars,2,1,21,0KKkJNfGyhkQ5aFogxQAPU
3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,1,6,1jYiIOC5d6soxkJP81fxq2
4,Shape Of You,Ed Sheeran,5,1,22,7qiZfU4dY1lWllzX7mPBI3
5,Humble.,Kendrick Lamar,4,1,10,7KXjTSCq5nL1LoYtL7XAwS
6,Mask Off,Future,6,5,16,0VgkVdmE4gld66l8iyGjgx
7,XO TOUR Llif3,Lil Uzi Vert,9,7,11,7GX5flRQZVHRAGd6B4TmDO
8,Something Just Like This,The Chainsmokers & Coldplay,8,3,16,1dNIEtp7AY3oDAKCGg2XkH
9,Stay,Zedd & Alessia Cara,7,7,15,6uBhi9gBXWjanegOb2Phh0
10,Congratulations,Post Malone Featuring Quavo,10,10,24,3a1lNhkSLSkpJE4MSHpDu9
11,Say You Won't Let Go,James Arthur,12,11,33,5uCax9HTNlzGybIStD3vDh
12,Issues,Julia Michaels,11,11,20,7vu0JkJh0ldukEYbTVcqd0
13,Believer,Imagine Dragons,15,13,18,1NtIMM4N0cFa1dNzN15chl
14,Body Like A Back Road,Sam Hunt,14,6,19,7mldq42yDuxiUNn08nvzHO
15,It Ain't Me,Kygo x Selena Gomez,13,10,17,12GEpg2XOPyqk03JZEZnJs
16,Redbone,Childish Gambino,17,16,27,3kxfsdsCpFgN412fpnW85Y
17,Unforgettable,French Montana Featuring Swae Lee,18,17,9,3B54sVLJ402zGa6Xm4YGNe
18,There's Nothing Holdin' Me Back,Shawn Mendes,22,18,7,7JJmb5XwzOO8jgpou264Ml
19,iSpy,KYLE Featuring Lil Yachty,16,4,24,2EEeOnHehOozLq4aS0n6SL
20,In Case You Didn't Know,Brett Young,19,19,18,10M2Ex445zw585Ducldzkw
21,Now Or Never,Halsey,26,21,9,7i2DJ88J7jQ8K7zqFX2fW8
22,Location,Khalid,23,16,22,152lZdxL1OR0ZMW6KquMif
23,Castle On The Hill,Ed Sheeran,28,6,22,6PCUP3dWmTjcTtXY02oFdT
24,Rolex,Ayo & Teo,20,20,17,0pSBuHjILhNEo55xK1zrRt
25,Sign Of The Times,Harry Styles,24,4,9,5Ohxk2dO5COHF1krpoPigN
26,Malibu,Miley Cyrus,21,10,5,2habSXqcJGExM6JJyskY7O
27,DNA.,Kendrick Lamar,25,4,8,6HZILIRieu8S0iqY8kIKhj
28,Slow Hands,Niall Horan,33,28,6,27vTihlWXiz9f9lJM3XGVU
29,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,31,29,12,6kex4EBAj0WHXDKZMEJaaF
30,Bad And Boujee,Migos Featuring Lil Uzi Vert,29,1,30,4Km5HrUvYTaSUfiSGPJeQR
31,Attention,Charlie Puth,37,31,7,4iLqG9SeJSnt0cSPICSjxv
32,Closer,The Chainsmokers Featuring Halsey,32,1,45,7BKLCZ1jbUBVqRi2FVlTVw
33,Swang,Rae Sremmurd,40,26,25,6mapJIPnQ23RTAevUoE0DL
34,Passionfruit,Drake ,27,8,12,5mCPDVBb16L4XQwDdbRUpz
35,Slide,Calvin Harris Featuring Frank Ocean & Migos,30,25,15,6gpcs5eMhJwax4mIfKDYQk
36,Goosebumps,Travis Scott,35,32,30,6gBFPUFcJLzWGx4lenP6h2
37,Hurricane,Luke Combs,39,31,17,6xHI9KjUjYT0FPtGO8Mxa1
38,Tunnel Vision,Kodak Black,34,6,16,4Q3N4Ct4zCuIHuZ65E3BD4
39,T-Shirt,Migos,36,19,21,7KOlJ92bu51cltsD9KU5I7
40,Magnolia,Playboi Carti,49,40,6,1e1JKLEDKP7hEQzJfNAgPl
41,24K Magic,Bruno Mars,38,4,35,6b8Be6ljOzmkOmFslEb23P
42,Down,Fifth Harmony Featuring Gucci Mane,-1,42,1,0XQHz5C8PknyrEhyrKxVKa
43,Slippery,Migos Featuring Gucci Mane,44,43,11,6p8NuHm8uCGnn2Dtbtf7zE
44,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,41,41,10,1f5cbQtDrykjarZVrShaDI
45,Bad Liar,Selena Gomez,45,27,4,2fZQIJew3nkNe99s2PKzul
46,The Cure,Lady Gaga,51,39,8,34oB5r0lcN3fYWCs2uA1k5
47,Scars To Your Beautiful,Alessia Cara,42,8,41,0prNGof3XqfTvNDxHonvdK
48,The Fighter,Keith Urban Featuring Carrie Underwood,55,38,18,5OUSPcqhYTOzpbXzoEvKim
49,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,43,9,27,5knuzwU65gJK7IF5yJsuaW
50,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,52,50,11,4VFE6ZNqa8jHAmbYICoAFg
51,Strip That Down,Liam Payne Featuring Quavo,65,42,3,4Ro98RCK90oHqqSZUnTFq5
52,Craving You,Thomas Rhett Featuring Maren Morris,59,52,10,2d48mamATjby7wgPjdrSOQ
53,To The Max,DJ Khaled Featuring Drake,-1,53,1,2of5xn0GU0TdFneR1saRLH
54,If I Told You,Darius Rucker,53,53,8,4Az17HfqonKSWNsaLgTBeK
55,Look At Me!,XXXTentacion,50,34,18,7floNISpH8VF4z4459Qo18
56,Crying In The Club,Camila Cabello,61,47,3,1SJtlNRJDeYHioymcvsqev
57,Love.,Kendrick Lamar Featuring Zacari,54,18,8,6PGoSes0D9eUDeeAafB2As
58,Cold,Maroon 5 Featuring Future,48,16,17,50QWA5PR501dIe2KkJkHRR
59,First Day Out,Tee Grizzley,57,57,10,3muBQDekYAg7jm6hDu6R0Z
60,How Not To,Dan + Shay,63,60,10,4n0xztUAbHPUV8G3NQvF30
61,My Girl,Dylan Scott,64,61,7,3izNaTiYdotdPL0Bs76JqO
62,Everyday We Lit,YFN Lucci Featuring PnB Rock,47,47,9,4PzovBqgnSHKd8opsP7IVM
63,Every Time I Hear That Song,Blake Shelton,67,63,5,0c4ICGb0jvszKj3KPR59JU
64,Portland,Drake Featuring Quavo & Travis Scott,60,9,12,2bjwRfXMk4uRgOD9IBYl9h
65,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,62,47,6,5tz69p7tJuGPeMGwNTxYuV
66,You Look Good,Lady Antebellum,68,60,9,1dFLowBW25EaL2OC7eKEa2
67,Heavy,Linkin Park Featuring Kiiara,58,50,16,104buTcnP2AsxqB7U1FIZ4
68,Privacy,Chris Brown,66,66,6,2Vf2Pflg5rTWSvSCK4qq4A
69,Drinkin' Problem,Midland,71,69,5,1vBpwxsLVwaR4evBIaFmqD
70,Felices Los 4,Maluma,70,70,4,0qYTZCo5Bwh1nsUFGZP3zn
71,Black,Dierks Bentley,56,56,18,2lFtnEmkIPm2ClN55e2chV
72,Flatliner,Cole Swindell,73,72,7,0WyFpxYlBCgH1gMXd26OOr
73,4 AM,2 Chainz Featuring Travis Scott,-1,73,1,1nX9KhK3Fff27SnrIor2Yb
74,Loyalty.,Kendrick Lamar Featuring Rihanna,72,14,8,6SwRhMLwNqEi6alNPVG00n
