pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Rockstar,Post Malone Featuring 21 Savage,1,1,10,1OmcAT5Y8eg5bUPv9qJT4R
2,Havana,Camila Cabello Featuring Young Thug,2,2,15,1rfofaqEpACxVEHIZBJe6W
3,Gucci Gang,Lil Pump,3,3,11,43ZyHQITOjhciSUUNPVRHc
4,Thunder,Imagine Dragons,4,4,30,5VnDkUNyX6u5Sk0yZiP8XB
5,Perfect,Ed Sheeran,7,5,13,0tgVpDi06FyKpA1z0VMD4v
6,Bodak Yellow (Money Moves),Cardi B,5,1,21,2771LMNxwf62FTAdpJMQfM
7,Too Good At Goodbyes,Sam Smith,6,4,11,3VlbOrM6nYPprVvzBZllE5
8,Feel It Still,Portugal. The Man,9,4,23,6QgjcU0zLnzq5OrUoSZ3OK
9,Sorry Not Sorry,Demi Lovato,12,6,20,3Du2K5dLzmduCNp6uwuaL0
10,What Lovers Do,Maroon 5 Featuring SZA,11,9,13,4nYsmWkuTaowTMy4gskmBw
11,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,13,11,11,2Xqd0wUttjueBfdcltADOv
12,Mi Gente,J Balvin & Willy William Featuring Beyonce,10,3,21,4ipnJyDU3Lq15qBAYNqlqK
13,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,8,3,30,5tz69p7tJuGPeMGwNTxYuV
14,Bad At Love,Halsey,17,14,12,7y9iMe8SOB6z3NoHE2OfXl
15,Bank Account,21 Savage,27,12,20,2fQrGHiQOvpL9UgPvtYy6G
16,I Get The Bag,Gucci Mane Featuring Migos,16,11,14,1XRgIKC5TPwo7nWGyKqgG0
17,MotorSport,"Migos, Nicki Minaj & Cardi B",15,14,4,1YZfcVLbbJwfizR5cDOp3q
18,New Rules,Dua Lipa,19,18,17,2ekn2ttSfGqwhhate0LSR0
19,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,22,1,45,6rPO02ozF3bM7NnOV4h6s2
20,Wolves,Selena Gomez X Marshmello,51,20,5,0tBbt8CrmxbjRP0pueQkyU
21,I Fall Apart,Post Malone,25,21,9,75ZvA4QfFiZvzhj2xkaWAh
22,Young Dumb & Broke,Khalid,29,22,19,5Z3GHaZ6ec9bsiI5BenrbY
23,Believer,Imagine Dragons,26,4,42,1NtIMM4N0cFa1dNzN15chl
24,...Ready For It?,Taylor Swift,18,4,12,2yLa0QULdQr0qAIvVwN6B5
25,What About Us,P!nk,20,13,16,0Qh38w01QRXK6KHIv0e3hb
26,Praying,Kesha,28,22,20,79NlESqzFSW0hdBWgls4FX
27,Rake It Up,Yo Gotti Featuring Nicki Minaj,23,8,21,4knL4iPxPOZjQzTUlELGSY
28,Unforgettable,French Montana Featuring Swae Lee,21,3,33,3B54sVLJ402zGa6Xm4YGNe
29,Gummo,6ix9ine,58,29,2,2vjmyyAnDUzilFYxOlTdO1
30,Attention,Charlie Puth,24,5,31,4iLqG9SeJSnt0cSPICSjxv
31,Shape Of You,Ed Sheeran,30,1,46,7qiZfU4dY1lWllzX7mPBI3
32,That's What I Like,Bruno Mars,34,1,45,0KKkJNfGyhkQ5aFogxQAPU
33,There's Nothing Holdin' Me Back,Shawn Mendes,33,6,31,7JJmb5XwzOO8jgpou264Ml
34,How Long,Charlie Puth,40,34,7,32DGGj6KlNuBr6WaqRxpxi
35,Congratulations,Post Malone Featuring Quavo,36,8,48,3a1lNhkSLSkpJE4MSHpDu9
36,Strip That Down,Liam Payne Featuring Quavo,32,10,27,4Ro98RCK90oHqqSZUnTFq5
37,The Weekend,SZA,38,37,17,6gU9OKjOE7ghfEd55oRO57
38,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,37,31,13,2eAZfqOm4EnOF9VvN50Tyc
39,Love.,Kendrick Lamar Featuring Zacari,41,18,22,6PGoSes0D9eUDeeAafB2As
40,Slow Hands,Niall Horan,35,11,30,27vTihlWXiz9f9lJM3XGVU
41,Do Re Mi,Blackbear,42,40,24,3Q3myFA7q4Op95DOpHplaY
42,Meant To Be,Bebe Rexha & Florida Georgia Line,53,42,5,7iDa6hUg2VgEL1o1HjmfBn
43,Silence,Marshmello Featuring Khalid,44,42,15,7vGuf3Y35N4wmASOKLUVVU
44,Look What You Made Me Do,Taylor Swift,31,1,14,1P17dC1amhFzptugyAO7Il
45,Greatest Love Story,LANCO,45,45,12,2yQZwi1P8AkkxxFhQ8rMEK
46,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",46,46,11,4YkwUfWSIxdKNLDXw0caFO
47,Echame La Culpa,Luis Fonsi & Demi Lovato,-1,47,1,2hl6q70unbviGo3g1R7uFx
48,Let You Down,NF,52,48,6,52okn5MNA47tk87PeZJLEL
49,Humble.,Kendrick Lamar,47,1,34,7KXjTSCq5nL1LoYtL7XAwS
50,Plain Jane,A$AP Ferg,54,50,9,4dVpf9jZjcORqGTLUaeYj9
51,When It Rains It Pours,Luke Combs,39,33,17,1mMLMZYXkMueg65jRRWG1l
52,Rubbin Off The Paint,YBN Nahmir,80,52,3,0taOCiup4HNG9LmbduVlJj
53,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,66,53,9,5Gu0PDLN4YJeW75PpBSg9p
54,Ric Flair Drip,Offset & Metro Boomin,56,50,4,7sO5G9EABYOXQKNPNiE9NR
55,Walk On Water,Eminem Featuring Beyonce,14,14,2,7CcoUAtUcYhUfBsmtn0ajO
56,Roll In Peace,Kodak Black Featuring XXXTENTACION,59,53,14,40oKW22ZNNkEdZLJTScaQI
57,Unforgettable,Thomas Rhett,55,47,17,30MM5jWpUmOxtTNd9Ey5LZ
58,Sky Walker,Miguel Featuring Travis Scott,64,58,9,5WoaF1B5XIEnWfmb5NZikf
